Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-13 7:50:38,0.0,115.1,114.3,0.0,0.0,887.5,136,0,Fault,0.00,24,23,0.0,0.0,238.4,49.99,0.0,238.4,49.99,0.0,242.0,49.99,884.837,26.625,237.850,355.000
2015-10-13 7:50:57,15.0,118.1,117.3,0.0,0.0,887.5,136,0,Fault,0.00,25,23,12.0,0.0,238.4,49.99,0.0,238.5,49.99,0.0,242.0,49.99,884.837,26.625,237.850,355.000
2015-10-13 7:55:57,17.0,543.1,542.4,0.0,0.0,887.5,136,0,Fault,0.00,116,90,15.0,0.0,238.1,49.99,0.0,238.4,49.99,0.0,241.7,49.99,884.837,26.625,237.850,355.000
2015-10-13 8:0:57,20.0,594.3,593.1,0.0,0.0,887.5,136,0,Wait,0.00,129,90,17.0,0.0,237.9,50.00,0.0,237.9,50.00,0.0,241.1,50.00,884.837,26.625,237.850,355.000
2015-10-13 8:5:57,21.0,590.3,516.7,0.2,0.2,887.5,136,214,Normal,0.00,148,125,30.0,1.1,240.2,50.00,0.8,240.4,50.00,0.9,243.7,50.00,884.837,26.625,237.850,355.000
2015-10-13 8:10:57,21.0,599.3,571.7,0.2,0.2,887.5,136,264,Normal,0.00,176,148,31.0,1.1,240.1,50.00,0.8,239.9,50.00,0.8,243.7,50.00,884.837,26.625,237.850,355.000
2015-10-13 8:15:57,21.0,582.8,563.8,0.3,0.3,887.5,136,324,Normal,0.00,206,178,33.0,1.0,239.3,50.00,0.8,238.8,50.00,0.8,243.0,50.00,884.837,26.625,237.850,355.000
2015-10-13 8:20:57,22.0,605.9,581.7,0.4,0.3,887.5,136,399,Normal,0.00,245,213,33.0,0.9,238.8,49.99,0.8,238.4,49.99,0.8,242.1,49.99,884.837,26.625,237.850,355.000
2015-10-13 8:25:57,22.0,609.9,551.5,0.4,0.4,887.6,137,493,Normal,0.10,292,260,34.0,1.0,238.8,50.00,0.9,238.1,50.00,0.9,242.5,50.00,884.937,26.628,237.877,355.040
2015-10-13 8:30:57,23.0,603.8,572.6,0.5,0.5,887.6,137,605,Normal,0.10,348,316,35.0,1.0,237.8,50.00,1.0,237.9,50.00,1.0,241.0,50.00,884.937,26.628,237.877,355.040
2015-10-13 8:35:57,23.0,602.7,563.5,0.6,0.6,887.7,137,711,Normal,0.20,404,366,36.0,1.1,238.6,49.98,1.1,238.5,49.98,1.1,242.0,49.98,885.037,26.631,237.904,355.080
2015-10-13 8:40:57,23.0,619.8,591.7,0.7,0.7,887.7,137,830,Normal,0.20,465,424,36.0,1.2,238.3,49.99,1.3,238.0,49.99,1.2,241.7,49.99,885.037,26.631,237.904,355.080
2015-10-13 8:45:58,23.0,605.8,598.7,0.8,0.7,887.8,137,919,Normal,0.30,509,469,37.0,1.3,238.2,50.01,1.4,237.8,50.01,1.2,241.5,50.01,885.137,26.634,237.930,355.120
2015-10-13 8:50:58,24.0,635.4,598.7,0.8,0.8,887.9,137,982,Normal,0.40,542,500,37.0,1.4,238.5,49.99,1.4,238.5,49.99,1.3,242.0,49.99,885.236,26.637,237.957,355.160
2015-10-13 8:55:58,24.0,637.0,584.5,0.8,0.9,888.0,137,1041,Normal,0.50,572,529,38.0,1.5,237.7,50.01,1.4,237.9,50.01,1.4,241.7,50.01,885.336,26.640,237.984,355.200
2015-10-13 9:0:58,24.0,617.8,596.3,0.9,0.9,888.1,137,1100,Normal,0.60,602,558,38.0,1.5,237.4,49.99,1.5,237.5,49.99,1.4,241.3,49.99,885.436,26.643,238.011,355.240
2015-10-13 9:9:53,24.0,617.9,606.9,1.0,1.0,888.2,137,1237,Normal,0.70,671,625,39.0,1.6,236.6,49.99,1.7,236.6,49.99,1.6,240.3,49.99,885.535,26.646,238.038,355.280
2015-10-13 9:14:53,25.0,636.0,582.4,1.1,1.1,888.3,137,1348,Normal,0.80,730,677,39.0,1.7,236.9,49.99,1.8,236.8,49.99,1.7,240.8,49.99,885.635,26.649,238.064,355.320
2015-10-13 9:19:53,24.0,640.0,598.3,1.2,1.2,888.5,137,1516,Normal,1.00,816,759,39.0,1.9,236.4,49.99,2.0,236.6,49.99,1.9,240.1,49.99,885.835,26.655,238.118,355.400
2015-10-13 9:24:53,25.0,636.2,605.6,1.5,1.4,888.6,138,1821,Normal,1.10,973,908,40.0,2.3,236.5,50.00,2.4,236.6,50.00,2.2,240.2,50.00,885.934,26.658,238.145,355.440
