Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2016-11-13 9:4:25,17.0,372.8,372.2,0.0,0.0,16951.6,3836,0,Fault,0.00,73,52,11.0,0.0,238.2,49.98,0.0,237.5,49.98,0.0,240.7,49.98,16900.745,508.548,4543.029,6780.640
2016-11-13 9:9:26,18.0,397.7,397.2,0.0,0.0,16951.6,3836,0,Fault,0.00,76,55,11.0,0.0,238.4,50.01,0.0,237.5,50.01,0.0,240.8,50.01,16900.745,508.548,4543.029,6780.640
2016-11-13 9:14:26,18.0,434.2,433.6,0.0,0.0,16951.6,3836,0,Wait,0.00,83,60,12.0,0.0,238.3,50.00,0.0,237.6,50.00,0.0,240.9,50.00,16900.745,508.548,4543.029,6780.640
2016-11-13 9:19:27,18.0,464.4,463.7,0.0,0.0,16951.6,3836,0,Fault,0.00,88,63,12.0,0.0,237.5,49.99,0.0,237.1,49.99,0.0,240.6,49.99,16900.745,508.548,4543.029,6780.640
2016-11-13 9:24:27,18.0,490.9,490.2,0.0,0.0,16951.6,3836,0,Fault,0.00,93,66,12.0,0.0,237.9,49.99,0.0,237.2,49.99,0.0,240.4,49.99,16900.745,508.548,4543.029,6780.640
2016-11-13 9:29:44,18.0,534.7,533.9,0.0,0.0,16951.6,3836,0,Fault,0.00,102,70,12.0,0.0,241.7,50.01,0.0,241.1,50.01,0.0,244.2,50.01,16900.745,508.548,4543.029,6780.640
2016-11-13 9:34:44,19.0,482.4,514.9,0.2,0.1,16951.6,3836,108,Normal,0.00,99,69,22.0,1.0,240.2,50.00,0.7,239.7,50.00,0.8,243.0,50.00,16900.745,508.548,4543.029,6780.640
2016-11-13 9:39:45,19.0,592.9,555.3,0.1,0.1,16951.6,3836,118,Normal,0.00,106,72,24.0,1.0,240.4,50.02,0.7,240.0,50.02,0.8,243.2,50.02,16900.745,508.548,4543.029,6780.640
2016-11-13 9:44:46,19.0,594.6,569.2,0.1,0.1,16951.6,3836,125,Normal,0.00,111,73,25.0,1.0,240.8,50.01,0.7,240.2,50.01,0.8,243.4,50.01,16900.745,508.548,4543.029,6780.640
2016-11-13 9:49:46,19.0,594.1,574.8,0.1,0.1,16951.6,3836,129,Normal,0.00,114,75,25.0,1.0,240.7,50.01,0.7,239.9,50.01,0.8,243.2,50.01,16900.745,508.548,4543.029,6780.640
2016-11-13 9:54:46,19.0,594.0,574.3,0.1,0.1,16951.6,3836,128,Normal,0.00,113,74,26.0,1.0,240.6,50.00,0.7,240.0,50.00,0.8,242.9,50.00,16900.745,508.548,4543.029,6780.640
2016-11-13 9:59:46,19.0,595.5,585.9,0.1,0.1,16951.6,3836,134,Normal,0.00,118,75,26.0,1.0,240.5,50.03,0.7,240.1,50.03,0.8,242.8,50.03,16900.745,508.548,4543.029,6780.640
2016-11-13 10:4:46,19.0,596.4,590.5,0.2,0.1,16951.6,3836,139,Normal,0.00,122,76,26.0,1.0,240.9,50.03,0.8,240.0,50.03,0.8,243.4,50.03,16900.745,508.548,4543.029,6780.640
2016-11-13 10:10:3,19.0,595.3,589.4,0.2,0.1,16951.6,3836,139,Normal,0.00,122,76,27.0,1.1,240.6,49.99,0.8,239.5,49.99,0.8,243.0,49.99,16900.745,508.548,4543.029,6780.640
