Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-18 8:14:6,29.0,376.9,361.9,0.0,0.0,999.1,189,0,Wait,23.80,0,0,35.0,0.0,241.4,50.00,0.0,239.6,50.00,0.0,243.4,50.00,996.103,29.973,267.759,399.640
2015-10-18 8:14:25,18.0,107.4,106.4,0.0,0.0,975.3,189,0,Fault,0.00,0,0,11.0,0.0,243.1,49.97,0.0,241.0,49.97,0.0,244.6,49.97,972.374,29.259,261.380,390.120
2015-10-18 8:19:25,20.0,680.7,678.7,0.0,0.0,975.3,189,0,Fault,0.00,0,0,14.0,0.0,243.0,49.98,0.0,241.2,49.98,0.0,244.6,49.98,972.374,29.259,261.380,390.120
2015-10-18 8:24:25,22.0,715.8,713.7,0.0,0.0,975.3,189,0,Wait,0.00,0,0,16.0,0.0,242.0,49.97,0.0,240.3,49.97,0.0,243.7,49.97,972.374,29.259,261.380,390.120
2015-10-18 8:29:25,22.0,584.2,585.5,0.1,0.1,975.3,189,0,Normal,0.00,82,75,28.0,0.8,242.4,49.98,0.7,240.5,49.98,0.8,243.7,49.98,972.374,29.259,261.380,390.120
2015-10-18 8:34:25,22.0,575.8,604.8,0.1,0.1,975.3,189,7,Normal,0.00,98,85,29.0,0.8,241.9,49.96,0.7,240.2,49.96,0.8,243.5,49.96,972.374,29.259,261.380,390.120
2015-10-18 8:39:25,23.0,616.7,614.9,0.1,0.1,975.3,189,22,Normal,0.00,114,93,29.0,0.8,243.4,49.99,0.7,241.0,49.99,0.8,244.9,49.99,972.374,29.259,261.380,390.120
2015-10-18 8:44:25,24.0,628.5,626.7,0.2,0.1,975.3,189,33,Normal,0.00,129,100,30.0,0.8,242.1,50.00,0.8,241.0,50.00,0.8,243.7,50.00,972.374,29.259,261.380,390.120
2015-10-18 8:49:25,24.0,609.8,608.1,0.1,0.1,975.3,190,20,Normal,0.00,109,90,31.0,0.8,242.5,49.99,0.7,241.3,49.99,0.7,244.3,49.99,972.374,29.259,261.380,390.120
2015-10-18 8:54:25,24.0,579.0,603.5,0.1,0.1,975.3,190,0,Normal,0.00,77,73,30.0,0.8,242.2,50.01,0.7,240.7,50.01,0.8,243.9,50.01,972.374,29.259,261.380,390.120
