Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-15 7:38:32,16.0,107.3,106.3,0.0,0.0,875.8,157,0,Fault,0.00,0,0,8.0,0.0,241.5,49.98,0.0,239.8,49.98,0.0,243.3,49.98,873.173,26.274,234.714,350.320
2015-10-15 7:38:51,17.0,112.5,111.5,0.0,0.0,875.8,157,0,Fault,0.00,0,0,10.0,0.0,241.6,49.98,0.0,239.9,49.98,0.0,243.5,49.98,873.173,26.274,234.714,350.320
2015-10-15 7:43:51,19.0,154.9,153.7,0.0,0.0,875.8,157,0,Fault,0.00,0,0,14.0,0.0,241.7,49.97,0.0,240.0,49.97,0.0,243.4,49.97,873.173,26.274,234.714,350.320
2015-10-15 7:47:57,21.0,738.0,735.9,0.0,0.0,875.8,157,0,Fault,0.00,0,0,16.0,0.0,242.3,50.00,0.0,240.6,50.00,0.0,243.9,50.00,873.173,26.274,234.714,350.320
2015-10-15 7:52:58,22.0,603.4,601.5,0.1,0.1,875.8,157,0,Normal,0.00,88,69,28.0,0.8,240.9,49.99,0.7,239.8,49.99,0.8,242.4,49.99,873.173,26.274,234.714,350.320
2015-10-15 7:57:58,22.0,604.5,602.7,0.1,0.1,875.8,158,0,Normal,0.00,107,77,28.0,0.8,240.0,50.01,0.8,238.7,50.01,0.8,242.1,50.01,873.173,26.274,234.714,350.320
2015-10-15 8:2:58,23.0,618.2,609.2,0.2,0.1,875.8,158,24,Normal,0.00,143,96,29.0,0.8,240.5,49.99,0.7,238.4,49.99,0.8,242.2,49.99,873.173,26.274,234.714,350.320
2015-10-15 8:7:58,23.0,656.3,647.5,0.2,0.1,875.8,158,54,Normal,0.00,188,119,31.0,0.8,239.4,49.98,0.7,237.4,49.98,0.8,241.5,49.98,873.173,26.274,234.714,350.320
2015-10-15 8:12:58,23.0,690.6,743.2,0.3,0.1,875.8,158,33,Normal,0.00,236,145,35.0,0.8,244.3,50.00,0.8,241.6,50.00,0.9,246.1,50.00,873.173,26.274,234.714,350.320
2015-10-15 8:17:58,24.0,720.2,754.9,0.3,0.2,875.8,158,73,Normal,0.00,273,162,35.0,0.8,243.3,49.99,0.8,241.0,49.99,0.8,244.7,49.99,873.173,26.274,234.714,350.320
2015-10-15 8:22:58,24.0,725.3,723.4,0.3,0.2,875.8,158,127,Normal,0.00,279,167,34.0,0.8,243.3,50.01,0.8,240.8,50.01,0.8,245.1,50.01,873.173,26.274,234.714,350.320
2015-10-15 8:27:58,25.0,740.5,725.2,0.3,0.2,875.8,158,113,Normal,0.00,283,171,35.0,0.8,242.5,49.99,0.8,240.7,49.99,0.8,244.5,49.99,873.173,26.274,234.714,350.320
2015-10-15 8:32:58,25.0,712.3,755.8,0.5,0.2,875.8,158,218,Normal,0.00,364,214,36.0,0.9,243.8,49.99,0.8,241.7,49.99,0.9,245.7,49.99,873.173,26.274,234.714,350.320
2015-10-15 8:37:58,25.0,764.5,776.5,0.5,0.3,875.8,158,313,Normal,0.00,445,250,36.0,1.0,241.9,49.99,1.0,241.3,49.99,0.9,243.7,49.99,873.173,26.274,234.714,350.320
2015-10-15 8:42:58,25.0,799.7,770.0,0.6,0.3,875.8,158,366,Normal,0.00,497,274,37.0,1.0,242.6,50.00,1.0,241.4,50.00,1.0,244.9,50.00,873.173,26.274,234.714,350.320
2015-10-15 8:47:58,26.0,811.1,807.5,0.6,0.3,875.9,158,428,Normal,0.10,545,299,37.0,1.1,244.5,50.00,0.9,241.5,50.00,1.1,246.3,50.00,873.272,26.277,234.741,350.360
2015-10-15 8:52:58,26.0,828.9,826.9,0.6,0.3,875.9,158,458,Normal,0.10,576,315,37.0,1.1,244.2,49.99,1.0,242.3,49.99,1.1,246.5,49.99,873.272,26.277,234.741,350.360
2015-10-15 8:57:58,26.0,835.4,833.4,0.7,0.3,875.9,159,502,Normal,0.10,611,331,37.0,1.2,242.9,49.99,1.1,240.2,49.99,1.2,244.4,49.99,873.272,26.277,234.741,350.360
2015-10-15 9:2:58,26.0,858.7,856.7,0.7,0.4,876.0,159,549,Normal,0.20,657,354,38.0,1.3,244.7,50.00,1.0,240.9,50.00,1.3,245.7,50.00,873.372,26.280,234.768,350.400
