Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-9-17 7:1:30,37.0,191.3,199.1,0.0,0.0,6470.0,1182,0,Fault,65.90,26,24,39.0,0.0,241.7,49.99,0.0,239.9,49.99,0.0,243.8,49.99,6450.590,194.100,1733.960,2588.000
2015-9-17 7:1:49,23.0,113.9,113.6,0.0,0.0,6404.1,1182,0,Fault,0.00,21,20,20.0,0.0,238.5,49.99,0.0,237.6,49.99,0.0,240.7,49.99,6384.888,192.123,1716.299,2561.640
2015-9-17 7:6:49,25.0,563.9,561.1,0.0,0.0,6404.1,1182,0,Fault,0.00,110,73,23.0,0.0,238.4,50.00,0.0,237.4,50.00,0.0,240.4,50.00,6384.888,192.123,1716.299,2561.640
2015-9-17 7:11:49,27.0,520.3,476.9,0.2,0.2,6404.1,1182,214,Normal,0.00,146,127,33.0,1.0,237.3,49.99,0.8,236.4,49.99,0.8,239.5,49.99,6384.888,192.123,1716.299,2561.640
2015-9-17 7:16:49,28.0,550.3,527.8,0.3,0.2,6404.1,1182,254,Normal,0.00,168,146,36.0,0.9,237.4,50.00,0.8,236.5,50.00,0.8,239.2,50.00,6384.888,192.123,1716.299,2561.640
2015-9-17 7:21:49,29.0,528.8,513.4,0.3,0.3,6404.1,1182,317,Normal,0.00,199,178,36.0,0.9,237.0,50.00,0.8,236.5,50.00,0.8,239.3,50.00,6384.888,192.123,1716.299,2561.640
2015-9-17 7:26:49,29.0,553.6,528.7,0.4,0.4,6404.1,1182,398,Normal,0.00,242,216,37.0,0.9,237.2,50.03,0.9,236.7,50.03,0.9,239.7,50.03,6384.888,192.123,1716.299,2561.640
2015-9-17 7:31:49,30.0,546.3,532.9,0.5,0.5,6404.2,1182,528,Normal,0.10,309,279,38.0,0.9,237.6,49.98,1.0,236.2,49.98,1.0,239.4,49.98,6384.987,192.126,1716.326,2561.680
2015-9-17 7:36:49,30.0,592.4,540.5,0.6,0.6,6404.2,1182,667,Normal,0.10,381,346,38.0,1.1,236.5,49.99,1.1,236.1,49.99,1.0,238.7,49.99,6384.987,192.126,1716.326,2561.680
2015-9-17 7:41:49,30.0,565.4,551.3,0.8,0.7,6404.3,1182,804,Normal,0.20,455,409,39.0,1.1,236.6,49.99,1.2,235.8,49.99,1.2,238.5,49.99,6385.087,192.129,1716.352,2561.720
2015-9-17 7:46:50,31.0,584.4,541.9,0.8,0.8,6404.3,1182,872,Normal,0.20,492,440,39.0,1.2,237.2,50.00,1.3,235.9,50.00,1.3,239.2,50.00,6385.087,192.129,1716.352,2561.720
2015-9-17 7:51:51,31.0,573.1,538.8,0.7,0.6,6404.4,1183,744,Normal,0.30,425,378,41.0,1.2,239.7,49.98,1.2,239.0,49.98,1.1,242.0,49.98,6385.187,192.132,1716.379,2561.760
2015-9-17 7:56:51,31.0,564.2,523.8,0.6,0.5,6404.5,1183,591,Normal,0.40,344,306,42.0,1.1,239.4,50.00,1.1,238.5,50.00,1.0,241.5,50.00,6385.287,192.135,1716.406,2561.800
2015-9-17 8:1:51,31.0,574.4,534.8,0.6,0.5,6404.5,1183,597,Normal,0.40,348,309,41.0,1.1,239.4,50.00,1.1,238.1,50.00,1.0,241.7,50.00,6385.287,192.135,1716.406,2561.800
2015-9-17 8:6:51,32.0,599.3,550.1,0.7,0.6,6404.6,1183,753,Normal,0.50,431,382,42.0,1.2,237.1,49.99,1.2,237.1,49.99,1.2,239.7,49.99,6385.386,192.138,1716.433,2561.840
2015-9-17 8:11:51,32.0,605.3,558.8,0.9,0.9,6404.7,1183,1080,Normal,0.60,604,535,42.0,1.5,238.0,49.99,1.5,237.3,49.99,1.5,240.6,49.99,6385.486,192.141,1716.460,2561.880
2015-9-17 8:16:51,32.0,589.9,549.5,0.8,0.8,6404.7,1183,892,Normal,0.60,503,449,43.0,1.3,237.7,49.99,1.4,236.5,49.99,1.3,240.0,49.99,6385.486,192.141,1716.460,2561.880
2015-9-17 8:21:51,32.0,606.2,559.0,1.1,1.1,6404.8,1183,1315,Normal,0.70,724,651,43.0,1.8,237.8,50.01,1.9,236.3,50.01,1.8,240.3,50.01,6385.586,192.144,1716.486,2561.920
2015-9-17 8:26:51,32.0,619.3,574.6,1.3,1.2,6404.9,1183,1509,Normal,0.80,823,745,43.0,2.0,237.1,49.99,2.1,235.8,49.99,2.0,239.2,49.99,6385.685,192.147,1716.513,2561.960
2015-9-17 8:31:51,33.0,599.5,575.7,1.6,1.5,6405.1,1183,1789,Normal,1.00,967,882,44.0,2.3,241.8,50.01,2.5,240.7,50.01,2.3,244.0,50.01,6385.885,192.153,1716.567,2562.040
2015-9-17 8:36:51,33.0,622.3,575.5,1.8,1.7,6405.2,1183,2109,Normal,1.10,1132,1036,44.0,2.8,237.7,49.99,2.9,237.1,49.99,2.7,239.8,49.99,6385.984,192.156,1716.594,2562.080
2015-9-17 8:41:51,33.0,607.4,567.9,2.1,2.1,6405.4,1183,2507,Normal,1.30,1339,1227,44.0,3.3,238.1,49.99,3.4,236.8,49.99,3.3,240.1,49.99,6386.184,192.162,1716.647,2562.160
2015-9-17 8:46:51,33.0,613.4,577.1,2.4,2.3,6405.6,1183,2782,Normal,1.50,1481,1360,44.0,3.7,237.4,49.99,3.8,237.2,49.99,3.6,239.5,49.99,6386.383,192.168,1716.701,2562.240
2015-9-17 8:51:51,33.0,610.5,569.3,2.6,2.6,6405.9,1184,3058,Normal,1.80,1624,1494,45.0,4.1,237.2,50.00,4.2,237.1,50.00,3.9,239.5,50.00,6386.682,192.177,1716.781,2562.360
2015-9-17 8:56:51,33.0,623.1,574.2,2.8,2.8,6406.2,1184,3350,Normal,2.10,1774,1636,46.0,4.4,238.2,50.00,4.6,237.4,50.00,4.3,240.6,50.00,6386.981,192.186,1716.862,2562.480
2015-9-17 9:1:51,34.0,618.4,568.0,3.0,3.0,6406.4,1184,3625,Normal,2.30,1917,1768,47.0,4.8,238.3,50.01,5.0,237.9,50.01,4.6,241.2,50.01,6387.181,192.192,1716.915,2562.560
