Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-3 7:33:25,34.0,188.2,199.9,0.1,0.1,231.0,23,0,Normal,30.60,27,25,37.0,0.1,242.8,50.00,0.1,241.5,50.00,0.1,244.5,50.00,230.307,6.930,61.908,92.400
2015-10-3 7:33:44,19.0,113.9,113.6,0.0,0.0,200.4,23,0,Fault,0.00,21,20,17.0,0.0,242.9,50.00,0.0,242.0,50.00,0.0,245.2,50.00,199.799,6.012,53.707,80.160
2015-10-3 7:38:44,23.0,553.5,552.9,0.0,0.0,200.4,23,0,Fault,0.00,104,78,20.0,0.0,242.5,49.99,0.0,241.5,49.99,0.0,245.0,49.99,199.799,6.012,53.707,80.160
2015-10-3 7:43:44,25.0,476.1,519.5,0.2,0.1,200.4,23,144,Normal,0.00,110,94,31.0,1.1,240.5,49.98,0.9,239.9,49.98,0.9,243.2,49.98,199.799,6.012,53.707,80.160
2015-10-3 7:48:44,25.0,563.0,518.5,0.2,0.2,200.4,23,174,Normal,0.00,126,108,33.0,1.0,241.5,50.01,0.8,240.6,50.01,0.9,244.0,50.01,199.799,6.012,53.707,80.160
2015-10-3 7:53:44,26.0,544.0,514.4,0.2,0.2,200.4,23,245,Normal,0.00,163,142,34.0,1.1,239.9,50.00,0.8,239.4,50.00,0.9,242.5,50.00,199.799,6.012,53.707,80.160
2015-10-3 7:58:44,26.0,574.0,494.5,0.2,0.2,200.4,23,246,Normal,0.00,162,143,35.0,1.1,239.8,50.01,0.9,238.7,50.01,0.9,242.0,50.01,199.799,6.012,53.707,80.160
2015-10-3 8:3:44,27.0,588.0,537.5,0.3,0.3,200.4,23,304,Normal,0.00,191,173,35.0,1.0,239.5,49.96,0.9,238.6,49.96,0.9,241.8,49.96,199.799,6.012,53.707,80.160
2015-10-3 8:8:44,27.0,567.0,536.5,0.3,0.3,200.5,23,293,Normal,0.10,188,165,36.0,1.0,239.5,49.99,0.9,238.8,49.99,0.9,241.5,49.99,199.899,6.015,53.734,80.200
2015-10-3 8:13:45,27.0,562.1,537.5,0.3,0.3,200.5,23,335,Normal,0.10,209,185,36.0,1.0,239.5,49.99,0.9,238.7,49.99,0.8,241.7,49.99,199.899,6.015,53.734,80.200
2015-10-3 8:18:45,28.0,583.0,521.5,0.5,0.5,200.5,23,530,Normal,0.10,310,279,37.0,1.1,239.9,50.00,1.0,239.1,50.00,1.0,242.2,50.00,199.899,6.015,53.734,80.200
2015-10-3 8:23:45,28.0,573.1,517.5,0.4,0.3,200.6,23,379,Normal,0.20,232,207,37.0,1.0,239.4,49.97,0.9,238.2,49.97,0.9,241.8,49.97,199.998,6.018,53.761,80.240
2015-10-3 8:28:45,28.0,553.0,518.5,0.6,0.6,200.6,24,600,Normal,0.20,345,315,38.0,1.1,238.8,50.00,1.1,237.7,50.00,1.0,241.2,50.00,199.998,6.018,53.761,80.240
2015-10-3 8:33:45,28.0,565.9,565.4,0.6,0.5,200.6,24,621,Normal,0.20,356,324,39.0,1.1,239.1,49.99,1.1,237.8,49.99,1.1,241.4,49.99,199.998,6.018,53.761,80.240
2015-10-3 8:38:45,28.0,568.0,545.5,0.6,0.5,200.7,24,622,Normal,0.30,356,326,39.0,1.1,239.0,50.00,1.1,237.7,50.00,1.1,241.2,50.00,200.098,6.021,53.788,80.280
2015-10-3 8:43:45,29.0,572.0,556.4,0.7,0.7,200.8,24,756,Normal,0.40,424,392,39.0,1.2,239.0,50.00,1.3,237.7,50.00,1.2,241.5,50.00,200.198,6.024,53.814,80.320
2015-10-3 10:36:27,32.0,592.8,554.8,1.1,1.1,203.2,26,1241,Normal,2.80,673,627,45.0,1.7,238.1,50.00,1.8,236.8,50.00,1.7,240.5,50.00,202.590,6.096,54.458,81.280
2015-10-3 10:41:27,32.0,602.6,547.7,1.3,1.4,203.3,26,1552,Normal,2.90,835,777,45.0,2.1,238.2,49.99,2.2,236.9,49.99,2.0,240.4,49.99,202.690,6.099,54.484,81.320
2015-10-3 10:46:27,32.0,597.9,556.6,1.3,1.3,203.4,26,1469,Normal,3.00,791,737,45.0,1.9,238.4,50.00,2.1,236.6,50.00,2.0,240.4,50.00,202.790,6.102,54.511,81.360
2015-10-3 10:51:27,32.0,620.1,574.9,1.5,1.6,203.5,26,1844,Normal,3.10,977,926,45.0,2.4,237.9,50.00,2.6,236.7,50.00,2.4,240.1,50.00,202.890,6.105,54.538,81.400
2015-10-3 10:56:27,32.0,606.8,574.6,1.8,1.7,203.7,26,2066,Normal,3.30,1099,1027,45.0,2.6,239.2,49.99,2.9,237.2,49.99,2.6,241.8,49.99,203.089,6.111,54.592,81.480
2015-10-3 11:1:27,32.0,610.0,578.1,2.2,2.2,203.9,26,2599,Normal,3.50,1374,1285,46.0,3.4,238.7,50.02,3.6,237.7,50.02,3.3,241.2,50.02,203.288,6.117,54.645,81.560
2015-10-3 11:6:27,32.0,605.2,565.6,2.5,2.5,204.1,26,2992,Normal,3.70,1576,1475,46.0,3.9,239.4,50.01,4.1,237.6,50.01,3.8,241.8,50.01,203.488,6.123,54.699,81.640
2015-10-3 11:11:27,32.0,611.9,567.5,2.7,2.7,204.4,26,3212,Normal,4.00,1687,1585,46.0,4.2,238.7,49.98,4.5,237.2,49.98,4.1,241.5,49.98,203.787,6.132,54.779,81.760
2015-10-3 11:16:27,32.0,605.3,569.8,2.7,2.7,204.7,26,3228,Normal,4.30,1693,1595,47.0,4.2,239.7,50.00,4.5,238.1,50.00,4.1,241.9,50.00,204.086,6.141,54.860,81.880
2015-10-3 11:21:27,32.0,606.8,565.8,2.7,2.7,204.9,26,3202,Normal,4.50,1680,1582,47.0,4.2,239.7,49.99,4.4,238.2,49.99,4.1,242.2,49.99,204.285,6.147,54.913,81.960
2015-10-3 11:26:27,32.0,604.9,576.1,2.6,2.5,205.2,26,3017,Normal,4.80,1587,1489,47.0,3.9,239.5,49.99,4.2,238.2,49.99,3.8,241.9,49.99,204.584,6.156,54.994,82.080
2015-10-3 11:31:27,32.0,605.7,562.9,2.8,2.8,205.4,27,3309,Normal,5.00,1737,1631,48.0,4.3,240.1,49.99,4.6,238.4,49.99,4.2,242.2,49.99,204.784,6.162,55.047,82.160
2015-10-3 11:36:27,33.0,610.0,566.9,3.1,3.1,205.7,27,3653,Normal,5.30,1914,1799,48.0,4.8,240.6,49.99,5.0,238.8,49.99,4.7,242.5,49.99,205.083,6.171,55.128,82.280
2015-10-3 11:41:27,33.0,598.9,558.4,2.5,2.5,206.0,27,2891,Normal,5.60,1525,1425,49.0,3.8,239.2,49.99,4.0,238.2,49.99,3.7,241.1,49.99,205.382,6.180,55.208,82.400
2015-10-3 11:46:27,33.0,603.4,566.7,2.9,2.9,206.3,27,3355,Normal,5.90,1763,1651,49.0,4.3,239.7,50.00,4.6,238.2,50.00,4.4,241.2,50.00,205.681,6.189,55.288,82.520
2015-10-3 11:51:27,33.0,595.4,558.8,1.6,1.6,206.5,27,1842,Normal,6.10,987,914,49.0,2.3,239.6,50.00,2.5,238.1,50.00,2.4,241.0,50.00,205.881,6.195,55.342,82.600
2015-10-3 11:56:27,33.0,588.3,565.7,1.8,1.7,206.6,27,2037,Normal,6.20,1084,1013,49.0,2.6,239.7,50.00,2.8,238.0,50.00,2.6,241.6,50.00,205.980,6.198,55.369,82.640
