Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-26 7:12:13,18.0,721.8,720.9,0.0,0.0,1473.0,272,0,Fault,0.00,175,123,9.0,0.0,241.7,50.01,0.0,240.7,50.01,0.0,242.4,50.01,1468.581,44.190,394.764,589.200
2015-10-26 7:17:13,20.0,747.4,746.4,0.0,0.0,1473.0,272,0,Wait,0.00,182,127,10.0,0.0,241.9,50.00,0.0,240.5,50.00,0.0,242.3,50.00,1468.581,44.190,394.764,589.200
2015-10-26 7:22:13,21.0,609.0,608.2,0.3,0.2,1473.0,272,309,Normal,0.00,206,162,26.0,1.1,240.8,49.99,0.8,239.8,49.99,0.8,241.7,49.99,1468.581,44.190,394.764,589.200
2015-10-26 7:27:13,21.0,668.4,667.7,0.3,0.2,1473.0,272,386,Normal,0.00,247,198,28.0,1.0,240.2,49.99,0.8,239.3,49.99,0.8,241.1,49.99,1468.581,44.190,394.764,589.200
2015-10-26 7:32:13,21.0,729.6,728.8,0.3,0.3,1473.0,272,461,Normal,0.00,288,232,31.0,1.0,239.0,50.00,0.8,238.5,50.00,0.8,240.3,50.00,1468.581,44.190,394.764,589.200
2015-10-26 7:37:13,22.0,728.7,694.6,0.4,0.3,1473.1,272,519,Normal,0.10,315,263,32.0,0.9,239.8,50.01,0.9,238.7,50.01,0.8,240.7,50.01,1468.681,44.193,394.791,589.240
2015-10-26 7:42:13,22.0,706.5,700.6,0.4,0.4,1473.1,272,570,Normal,0.10,341,289,32.0,1.0,239.5,49.98,0.9,239.0,49.98,0.9,240.8,49.98,1468.681,44.193,394.791,589.240
2015-10-26 7:47:14,23.0,734.9,725.6,0.4,0.4,1473.2,272,594,Normal,0.20,352,302,32.0,1.0,239.4,50.01,0.9,237.9,50.01,0.9,240.6,50.01,1468.780,44.196,394.818,589.280
2015-10-26 7:52:14,23.0,721.4,727.0,0.5,0.4,1473.2,272,674,Normal,0.20,392,341,34.0,1.0,239.1,49.99,1.0,237.9,49.99,1.0,240.0,49.99,1468.780,44.196,394.818,589.280
2015-10-26 7:57:14,23.0,737.5,726.6,0.5,0.5,1473.3,272,759,Normal,0.30,437,382,34.0,1.0,238.3,50.00,1.0,237.9,50.00,1.0,239.5,50.00,1468.880,44.199,394.844,589.320
