Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2016-12-18 8:47:12,22.0,298.6,286.7,0.0,0.0,15238.8,4025,0,Normal,1.30,19,21,28.0,0.8,239.5,49.98,0.7,238.6,49.98,0.8,241.8,49.98,15193.084,457.164,4083.998,6095.520
2016-12-18 8:47:31,11.0,110.6,109.5,0.0,0.0,15237.5,4025,0,Fault,0.00,0,0,0.0,0.0,240.5,49.99,0.0,239.2,49.99,0.0,242.3,49.99,15191.788,457.125,4083.650,6095.000
2016-12-18 8:52:31,12.0,119.6,118.6,0.0,0.0,15237.5,4025,0,Fault,0.00,0,0,3.0,0.0,240.1,49.97,0.0,239.0,49.97,0.0,242.2,49.97,15191.788,457.125,4083.650,6095.000
2016-12-18 8:57:32,13.0,127.3,126.2,0.0,0.0,15237.5,4025,0,Fault,0.00,0,0,4.0,0.0,240.4,49.99,0.0,239.1,49.99,0.0,242.1,49.99,15191.788,457.125,4083.650,6095.000
2016-12-18 9:2:32,14.0,138.7,137.6,0.0,0.0,15237.5,4025,0,Fault,0.00,0,0,5.0,0.0,240.0,50.01,0.0,238.8,50.01,0.0,241.8,50.01,15191.788,457.125,4083.650,6095.000
2016-12-18 9:7:32,15.0,705.6,703.6,0.0,0.0,15237.5,4025,0,Fault,0.00,0,0,6.0,0.0,240.2,50.01,0.0,239.0,50.01,0.0,241.9,50.01,15191.788,457.125,4083.650,6095.000
2016-12-18 9:12:32,15.0,756.3,754.3,0.0,0.0,15237.5,4025,0,Wait,0.00,0,0,7.0,0.0,240.3,50.00,0.0,239.3,50.00,0.0,242.3,50.00,15191.788,457.125,4083.650,6095.000
2016-12-18 9:17:32,16.0,599.9,598.3,0.2,0.1,15237.5,4025,6,Normal,0.00,127,76,22.0,0.8,239.8,50.00,0.7,238.7,50.00,0.8,241.8,50.00,15191.788,457.125,4083.650,6095.000
2016-12-18 9:22:32,16.0,601.1,599.5,0.2,0.1,15237.5,4025,14,Normal,0.00,133,79,23.0,0.8,239.9,49.99,0.7,238.8,49.99,0.8,242.0,49.99,15191.788,457.125,4083.650,6095.000
2016-12-18 9:27:32,16.0,646.7,645.1,0.2,0.1,15237.5,4025,22,Normal,0.00,174,101,25.0,0.8,240.5,49.99,0.7,239.1,49.99,0.8,242.0,49.99,15191.788,457.125,4083.650,6095.000
2016-12-18 9:32:32,17.0,580.8,723.4,0.3,0.1,15237.5,4025,35,Normal,0.00,231,132,29.0,0.8,240.4,49.99,0.8,239.0,49.99,0.8,241.7,49.99,15191.788,457.125,4083.650,6095.000
2016-12-18 9:47:32,18.0,726.5,767.9,0.4,0.2,15237.5,4026,157,Normal,0.00,348,192,30.0,0.9,240.0,50.01,0.8,238.9,50.01,0.9,242.3,50.01,15191.788,457.125,4083.650,6095.000
2016-12-18 9:52:32,18.0,738.2,617.0,0.4,0.3,15237.5,4026,220,Normal,0.00,363,201,31.0,0.9,240.4,50.01,0.8,239.1,50.01,0.9,242.1,50.01,15191.788,457.125,4083.650,6095.000
2016-12-18 9:57:32,18.0,517.9,755.3,0.6,0.2,15237.5,4026,215,Normal,0.00,361,208,31.0,0.9,240.2,50.00,0.8,238.8,50.00,0.9,242.0,50.00,15191.788,457.125,4083.650,6095.000
2016-12-18 10:2:32,18.0,696.1,726.1,0.4,0.2,15237.5,4026,105,Normal,0.00,283,158,31.0,0.8,239.6,50.01,0.8,237.6,50.01,0.9,241.3,50.01,15191.788,457.125,4083.650,6095.000
2016-12-18 10:7:32,19.0,718.6,758.2,0.4,0.2,15237.5,4026,109,Normal,0.00,315,171,32.0,0.9,239.3,50.00,0.8,238.6,50.00,0.8,241.0,50.00,15191.788,457.125,4083.650,6095.000
2016-12-18 10:12:32,19.0,725.7,736.4,0.4,0.2,15237.6,4026,167,Normal,0.10,334,183,31.0,0.9,240.3,50.00,0.8,239.6,50.00,0.8,241.8,50.00,15191.887,457.128,4083.677,6095.040
2016-12-18 10:17:32,19.0,709.7,742.9,0.4,0.2,15237.6,4026,170,Normal,0.10,339,187,32.0,0.9,240.2,50.01,0.8,238.4,50.01,0.9,241.8,50.01,15191.887,457.128,4083.677,6095.040
2016-12-18 10:22:32,19.0,732.1,745.3,0.4,0.2,15237.6,4026,114,Normal,0.10,306,169,32.0,0.9,239.4,50.00,0.8,238.2,50.00,0.9,240.8,50.00,15191.887,457.128,4083.677,6095.040
2016-12-18 10:27:32,20.0,728.1,734.8,0.4,0.2,15237.6,4026,179,Normal,0.10,341,187,33.0,0.9,239.3,50.01,0.8,237.9,50.01,0.9,241.0,50.01,15191.887,457.128,4083.677,6095.040
2016-12-18 10:32:32,19.0,709.7,736.1,0.4,0.2,15237.6,4026,134,Normal,0.10,319,177,33.0,0.9,239.0,50.00,0.8,238.8,50.00,0.8,240.4,50.00,15191.887,457.128,4083.677,6095.040
2016-12-18 10:37:32,20.0,712.9,732.9,0.3,0.1,15237.6,4027,44,Normal,0.10,255,141,33.0,0.8,240.7,50.00,0.8,238.4,50.00,0.9,242.1,50.00,15191.887,457.128,4083.677,6095.040
2016-12-18 10:42:32,20.0,690.5,721.0,0.3,0.1,15237.6,4027,35,Normal,0.10,239,135,33.0,0.8,239.9,50.00,0.8,238.3,50.00,0.9,241.6,50.00,15191.887,457.128,4083.677,6095.040
2016-12-18 10:47:32,20.0,711.5,709.7,0.3,0.1,15237.6,4027,37,Normal,0.10,226,129,32.0,0.9,243.4,49.99,0.8,241.9,49.99,0.8,244.9,49.99,15191.887,457.128,4083.677,6095.040
2016-12-18 10:52:32,21.0,665.8,727.5,0.4,0.2,15237.6,4027,127,Normal,0.10,294,167,32.0,0.9,241.9,49.99,0.8,240.8,49.99,0.9,243.8,49.99,15191.887,457.128,4083.677,6095.040
2016-12-18 10:57:32,20.0,719.6,725.8,0.4,0.2,15237.6,4027,155,Normal,0.10,316,174,33.0,0.9,243.8,50.00,0.8,242.0,50.00,0.9,245.3,50.00,15191.887,457.128,4083.677,6095.040
2016-12-18 11:2:32,20.0,701.1,703.0,0.4,0.2,15237.7,4027,127,Normal,0.20,286,158,33.0,0.9,243.2,50.00,0.8,241.3,50.00,0.9,244.7,50.00,15191.987,457.131,4083.704,6095.080
2016-12-18 11:7:32,21.0,672.4,676.2,0.3,0.2,15237.7,4027,88,Normal,0.20,243,136,32.0,0.9,244.2,50.00,0.8,242.2,50.00,0.9,245.5,50.00,15191.987,457.131,4083.704,6095.080
2016-12-18 11:12:32,21.0,717.5,728.9,0.4,0.2,15237.7,4027,112,Normal,0.20,289,161,33.0,0.9,241.5,49.99,0.8,241.1,49.99,0.8,243.3,49.99,15191.987,457.131,4083.704,6095.080
2016-12-18 11:17:32,21.0,695.9,702.6,0.3,0.1,15237.7,4027,76,Normal,0.20,249,140,33.0,0.9,244.3,49.99,0.8,242.0,49.99,0.9,245.8,49.99,15191.987,457.131,4083.704,6095.080
2016-12-18 11:22:32,21.0,675.0,709.3,0.3,0.1,15237.7,4027,42,Normal,0.20,230,132,33.0,0.9,242.6,49.99,0.8,241.4,49.99,0.9,244.3,49.99,15191.987,457.131,4083.704,6095.080
2016-12-18 11:27:32,21.0,728.1,726.3,0.3,0.1,15237.7,4027,29,Normal,0.20,233,132,33.0,0.9,241.8,50.00,0.8,240.8,50.00,0.9,243.6,50.00,15191.987,457.131,4083.704,6095.080
2016-12-18 11:32:33,21.0,709.3,713.7,0.3,0.1,15237.7,4027,33,Normal,0.20,228,129,34.0,0.9,242.4,50.00,0.8,241.4,50.00,0.9,244.0,50.00,15191.987,457.131,4083.704,6095.080
2016-12-18 11:37:33,21.0,732.8,730.9,0.3,0.1,15237.7,4028,18,Normal,0.20,232,131,33.0,0.9,243.8,49.99,0.8,241.9,49.99,0.9,245.3,49.99,15191.987,457.131,4083.704,6095.080
2016-12-18 11:42:33,21.0,726.6,724.8,0.3,0.1,15237.7,4028,37,Normal,0.20,238,134,33.0,0.9,242.6,50.01,0.8,241.9,50.01,0.9,244.4,50.01,15191.987,457.131,4083.704,6095.080
2016-12-18 11:47:33,21.0,709.7,707.9,0.3,0.1,15237.7,4028,56,Normal,0.20,238,134,33.0,0.9,243.0,50.00,0.8,241.7,50.00,0.9,245.2,50.00,15191.987,457.131,4083.704,6095.080
2016-12-18 11:52:33,21.0,676.2,687.7,0.3,0.1,15237.7,4028,34,Normal,0.20,210,120,33.0,0.8,243.8,49.98,0.8,242.2,49.98,0.9,245.3,49.98,15191.987,457.131,4083.704,6095.080
2016-12-18 12:2:33,22.0,712.9,711.2,0.3,0.1,15237.7,4028,22,Normal,0.20,218,124,33.0,0.8,244.1,49.99,0.8,241.6,49.99,0.9,245.6,49.99,15191.987,457.131,4083.704,6095.080
2016-12-18 12:7:33,21.0,716.4,714.6,0.3,0.1,15237.7,4028,21,Normal,0.20,218,124,33.0,0.8,243.4,50.00,0.8,241.0,50.00,0.9,244.5,50.00,15191.987,457.131,4083.704,6095.080
2016-12-18 12:12:33,22.0,695.8,694.0,0.3,0.2,15237.7,4028,101,Normal,0.20,259,144,33.0,0.9,243.5,49.97,0.8,242.1,49.97,0.8,244.1,49.97,15191.987,457.131,4083.704,6095.080
2016-12-18 12:17:33,21.0,700.3,735.0,0.3,0.2,15237.7,4028,84,Normal,0.20,278,154,34.0,0.9,241.9,49.98,0.9,242.0,49.98,0.8,243.3,49.98,15191.987,457.131,4083.704,6095.080
2016-12-18 12:22:33,22.0,733.4,687.1,0.3,0.1,15237.7,4028,17,Normal,0.20,232,132,35.0,0.9,243.7,49.97,0.8,242.3,49.97,0.9,245.1,49.97,15191.987,457.131,4083.704,6095.080
2016-12-18 12:27:33,22.0,688.6,713.0,0.3,0.1,15237.7,4028,37,Normal,0.20,232,131,34.0,0.9,242.8,49.99,0.8,242.1,49.99,0.8,243.6,49.99,15191.987,457.131,4083.704,6095.080
2016-12-18 12:32:33,22.0,707.7,705.9,0.3,0.1,15237.7,4028,21,Normal,0.20,212,121,33.0,0.8,243.1,49.97,0.8,241.6,49.97,0.9,244.0,49.97,15191.987,457.131,4083.704,6095.080
2016-12-18 12:37:33,21.0,704.3,719.4,0.3,0.1,15237.7,4029,60,Normal,0.20,248,139,34.0,0.9,241.2,49.98,0.8,240.6,49.98,0.8,242.5,49.98,15191.987,457.131,4083.704,6095.080
2016-12-18 12:42:33,21.0,686.7,687.2,0.3,0.2,15237.7,4029,113,Normal,0.20,262,146,34.0,0.9,243.9,50.01,0.8,241.5,50.01,0.9,244.9,50.01,15191.987,457.131,4083.704,6095.080
2016-12-18 12:47:33,21.0,725.6,695.2,0.3,0.2,15237.8,4029,115,Normal,0.30,290,160,34.0,0.9,244.8,50.01,0.8,242.3,50.01,0.9,245.3,50.01,15192.087,457.134,4083.730,6095.120
2016-12-18 12:52:33,21.0,705.4,694.3,0.3,0.2,15237.8,4029,107,Normal,0.30,270,150,34.0,0.9,244.5,49.99,0.8,242.3,49.99,0.9,245.9,49.99,15192.087,457.134,4083.730,6095.120
2016-12-18 12:57:33,21.0,717.5,700.7,0.3,0.2,15237.8,4029,97,Normal,0.30,269,150,34.0,0.9,242.3,49.99,0.8,241.0,49.99,0.9,243.9,49.99,15192.087,457.134,4083.730,6095.120
2016-12-18 13:2:33,21.0,696.3,695.9,0.3,0.2,15237.8,4029,105,Normal,0.30,263,147,33.0,0.9,243.9,49.98,0.8,241.8,49.98,0.9,245.4,49.98,15192.087,457.134,4083.730,6095.120
2016-12-18 13:7:33,22.0,705.6,693.9,0.3,0.1,15237.8,4029,51,Normal,0.30,233,131,33.0,0.8,244.8,50.01,0.8,242.2,50.01,0.9,246.2,50.01,15192.087,457.134,4083.730,6095.120
2016-12-18 13:12:33,22.0,706.0,704.2,0.3,0.1,15237.8,4029,22,Normal,0.30,214,122,34.0,0.8,244.1,49.99,0.8,241.3,49.99,0.9,245.3,49.99,15192.087,457.134,4083.730,6095.120
2016-12-18 13:17:33,22.0,711.9,710.1,0.3,0.1,15237.8,4029,31,Normal,0.30,224,127,33.0,0.9,243.4,49.99,0.8,241.7,49.99,0.9,244.9,49.99,15192.087,457.134,4083.730,6095.120
2016-12-18 13:22:33,22.0,699.5,661.1,0.3,0.1,15237.8,4029,28,Normal,0.30,212,119,34.0,0.9,241.1,49.99,0.8,240.3,49.99,0.8,242.7,49.99,15192.087,457.134,4083.730,6095.120
2016-12-18 13:27:33,22.0,699.1,697.4,0.2,0.1,15237.8,4029,21,Normal,0.30,207,118,33.0,0.8,243.4,50.01,0.8,241.0,50.01,0.9,245.0,50.01,15192.087,457.134,4083.730,6095.120
2016-12-18 13:32:33,22.0,700.8,719.2,0.3,0.1,15237.8,4029,36,Normal,0.30,235,130,34.0,0.9,243.1,50.00,0.8,241.2,50.00,0.9,244.3,50.00,15192.087,457.134,4083.730,6095.120
2016-12-18 13:37:33,22.0,707.5,727.1,0.3,0.1,15237.8,4030,36,Normal,0.30,243,134,35.0,0.9,242.4,49.99,0.8,241.2,49.99,0.9,244.2,49.99,15192.087,457.134,4083.730,6095.120
2016-12-18 13:42:33,22.0,691.7,685.6,0.3,0.2,15237.8,4030,130,Normal,0.30,274,152,34.0,0.9,243.5,50.00,0.7,241.2,50.00,0.9,245.4,50.00,15192.087,457.134,4083.730,6095.120
2016-12-18 13:47:33,22.0,704.3,706.5,0.4,0.2,15237.8,4030,160,Normal,0.30,307,169,35.0,0.9,244.0,50.00,0.8,242.7,50.00,0.9,245.5,50.00,15192.087,457.134,4083.730,6095.120
2016-12-18 13:52:33,22.0,713.5,707.2,0.4,0.2,15237.8,4030,171,Normal,0.30,316,173,34.0,0.9,241.6,50.00,0.8,241.1,50.00,0.9,243.9,50.00,15192.087,457.134,4083.730,6095.120
2016-12-18 13:57:33,22.0,702.9,701.2,0.3,0.2,15237.8,4030,85,Normal,0.30,252,140,34.0,0.9,243.3,49.99,0.8,241.7,49.99,0.9,244.6,49.99,15192.087,457.134,4083.730,6095.120
2016-12-18 14:2:33,22.0,710.7,725.4,0.3,0.2,15237.8,4030,78,Normal,0.30,267,146,35.0,0.9,241.7,49.96,0.8,240.3,49.96,0.9,243.8,49.96,15192.087,457.134,4083.730,6095.120
2016-12-18 14:7:33,22.0,723.1,708.5,0.3,0.2,15237.9,4030,86,Normal,0.40,271,150,34.0,0.9,243.7,50.01,0.8,241.8,50.01,0.9,245.2,50.01,15192.186,457.137,4083.757,6095.160
2016-12-18 14:12:34,22.0,697.6,685.4,0.3,0.1,15237.9,4030,69,Normal,0.40,241,135,34.0,0.8,242.4,49.99,0.8,240.9,49.99,0.9,244.3,49.99,15192.186,457.137,4083.757,6095.160
2016-12-18 14:17:34,22.0,684.8,683.0,0.2,0.1,15237.9,4030,20,Normal,0.40,200,114,33.0,0.9,242.6,50.00,0.8,241.6,50.00,0.8,244.2,50.00,15192.186,457.137,4083.757,6095.160
2016-12-18 14:22:34,22.0,658.7,644.0,0.2,0.1,15237.9,4030,24,Normal,0.40,183,104,33.0,0.8,242.4,50.00,0.8,240.6,50.00,0.9,244.0,50.00,15192.186,457.137,4083.757,6095.160
