Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2017-4-22 6:5:51,0.0,114.6,114.3,0.0,0.0,20805.6,5344,0,Fault,0.00,23,21,0.0,0.0,238.4,49.99,0.0,238.6,49.99,0.0,241.3,49.99,20743.183,624.168,5575.901,8322.240
2017-4-22 6:6:11,12.0,118.2,117.9,0.0,0.0,20805.6,5344,0,Fault,0.00,24,22,5.0,0.0,238.4,49.98,0.0,238.5,49.98,0.0,241.3,49.98,20743.183,624.168,5575.901,8322.240
2017-4-22 6:11:11,15.0,530.0,529.5,0.0,0.0,20805.6,5344,0,Fault,0.00,103,82,10.0,0.0,238.3,49.97,0.0,238.4,49.97,0.0,241.2,49.97,20743.183,624.168,5575.901,8322.240
2017-4-22 6:16:12,17.0,382.9,382.4,0.0,0.0,20805.6,5344,0,Wait,0.00,72,62,12.0,0.0,238.4,50.02,0.0,238.1,50.02,0.0,240.9,50.02,20743.183,624.168,5575.901,8322.240
2017-4-22 6:23:37,17.0,610.2,597.3,0.0,0.0,20805.6,5344,0,Fault,0.00,120,78,12.0,0.0,238.3,50.00,0.0,238.7,50.00,0.0,241.1,50.00,20743.183,624.168,5575.901,8322.240
2017-4-22 6:28:37,19.0,563.7,498.2,0.2,0.2,20805.6,5344,234,Normal,0.00,159,135,26.0,0.9,238.2,49.97,0.8,238.5,49.97,0.8,241.0,49.97,20743.183,624.168,5575.901,8322.240
2017-4-22 6:33:37,19.0,592.7,504.6,0.3,0.3,20805.6,5344,338,Normal,0.00,214,184,29.0,0.9,236.9,49.97,0.9,236.9,49.97,0.9,239.6,49.97,20743.183,624.168,5575.901,8322.240
2017-4-22 6:38:37,19.0,612.4,575.5,0.7,0.7,20805.6,5344,839,Normal,0.00,473,426,31.0,1.4,238.0,50.01,1.6,237.9,50.01,1.5,240.9,50.01,20743.183,624.168,5575.901,8322.240
2017-4-22 6:43:37,20.0,605.6,569.8,0.5,0.5,20805.7,5344,603,Normal,0.10,353,310,30.0,1.2,236.7,49.99,1.3,237.0,49.99,1.2,239.5,49.99,20743.283,624.171,5575.928,8322.280
2017-4-22 6:48:37,20.0,615.7,579.4,0.7,0.6,20805.7,5344,768,Normal,0.10,440,388,32.0,1.4,236.7,50.00,1.4,236.8,50.00,1.3,239.3,50.00,20743.283,624.171,5575.928,8322.280
2017-4-22 6:53:37,20.0,633.0,590.0,0.9,0.9,20805.8,5344,1137,Normal,0.20,631,566,32.0,1.9,236.9,49.98,2.0,237.5,49.98,1.8,240.3,49.98,20743.383,624.174,5575.954,8322.320
