Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-25 7:12:18,18.0,552.4,551.7,0.0,0.0,1177.3,259,0,Fault,0.00,121,94,16.0,0.0,241.1,49.99,0.0,240.9,49.99,0.0,245.1,49.99,1173.768,35.319,315.516,470.920
2015-10-25 7:17:19,20.0,542.8,533.8,0.2,0.1,1177.3,259,171,Normal,0.00,126,105,28.0,1.0,240.5,49.99,0.8,240.0,49.99,0.8,243.8,49.99,1173.768,35.319,315.516,470.920
2015-10-25 7:22:19,20.0,574.8,487.7,0.2,0.2,1177.3,259,191,Normal,0.00,135,116,29.0,1.0,240.5,49.98,0.8,239.8,49.98,0.8,243.6,49.98,1173.768,35.319,315.516,470.920
2015-10-25 7:27:19,21.0,529.8,509.7,0.2,0.2,1177.3,259,207,Normal,0.00,142,125,30.0,1.0,240.4,49.99,0.8,239.9,49.99,0.8,243.8,49.99,1173.768,35.319,315.516,470.920
2015-10-25 7:32:19,21.0,578.3,554.8,0.3,0.2,1177.3,259,272,Normal,0.00,177,154,30.0,1.1,239.8,49.99,0.8,239.6,49.99,0.8,243.5,49.99,1173.768,35.319,315.516,470.920
2015-10-25 7:37:19,22.0,583.3,564.8,0.4,0.3,1177.3,259,383,Normal,0.00,235,207,33.0,1.0,239.9,49.99,0.8,239.3,49.99,0.8,243.7,49.99,1173.768,35.319,315.516,470.920
2015-10-25 7:42:19,22.0,580.4,548.9,0.5,0.5,1177.4,259,529,Normal,0.10,308,280,34.0,1.0,239.5,50.02,1.0,238.9,50.02,0.9,242.8,50.02,1173.868,35.322,315.543,470.960
2015-10-25 7:47:19,22.0,602.4,570.8,0.7,0.7,1177.4,259,836,Normal,0.10,466,430,36.0,1.2,238.9,50.00,1.2,238.8,50.00,1.2,242.2,50.00,1173.868,35.322,315.543,470.960
2015-10-25 7:52:19,22.0,596.3,560.8,0.7,0.7,1177.5,259,827,Normal,0.20,461,426,36.0,1.2,238.9,49.98,1.3,238.6,49.98,1.2,242.5,49.98,1173.968,35.325,315.570,471.000
2015-10-25 7:57:19,22.0,596.2,563.7,0.9,0.9,1177.6,259,1020,Normal,0.30,559,521,37.0,1.3,239.2,49.99,1.4,238.6,49.99,1.4,242.9,49.99,1174.067,35.328,315.597,471.040
