Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-8 7:36:6,18.0,121.2,120.3,0.0,0.0,653.0,81,0,Fault,0.00,32,24,7.0,0.0,241.3,50.01,0.0,239.9,50.01,0.0,241.7,50.01,651.041,19.590,175.004,261.200
2015-10-8 7:41:6,20.0,158.1,157.2,0.0,0.0,653.0,81,0,Fault,0.00,44,34,12.0,0.0,241.1,50.02,0.0,240.0,50.02,0.0,241.7,50.02,651.041,19.590,175.004,261.200
2015-10-8 7:46:6,22.0,771.3,770.4,0.0,0.0,653.0,81,0,Fault,0.00,195,131,14.0,0.0,240.8,49.98,0.0,239.4,49.98,0.0,241.3,49.98,651.041,19.590,175.004,261.200
2015-10-8 7:51:7,23.0,603.6,602.9,0.3,0.2,653.0,81,308,Normal,0.00,208,159,27.0,1.1,240.5,49.98,0.8,239.2,49.98,0.8,241.0,49.98,651.041,19.590,175.004,261.200
2015-10-8 7:56:7,24.0,662.8,662.1,0.3,0.2,653.0,81,386,Normal,0.00,251,195,30.0,1.0,238.7,49.99,0.8,237.8,49.99,0.8,239.7,49.99,651.041,19.590,175.004,261.200
2015-10-8 8:1:7,24.0,709.5,708.8,0.3,0.3,653.0,81,446,Normal,0.00,283,223,33.0,1.0,238.5,50.00,0.8,237.5,50.00,0.8,239.7,50.00,651.041,19.590,175.004,261.200
2015-10-8 8:6:7,25.0,747.5,746.9,0.4,0.3,653.1,81,496,Normal,0.10,310,245,34.0,1.0,238.3,50.01,0.8,237.6,50.01,0.9,239.6,50.01,651.141,19.593,175.031,261.240
2015-10-8 8:11:7,25.0,772.8,772.2,0.4,0.3,653.1,81,529,Normal,0.10,328,261,35.0,1.0,237.7,50.00,0.9,237.0,50.00,0.9,239.0,50.00,651.141,19.593,175.031,261.240
2015-10-8 8:16:7,25.0,767.0,757.6,0.4,0.3,653.2,81,592,Normal,0.20,360,292,35.0,1.0,237.2,49.99,0.9,236.3,49.99,0.9,238.1,49.99,651.240,19.596,175.058,261.280
2015-10-8 8:21:7,26.0,755.7,762.5,0.5,0.4,653.2,81,638,Normal,0.20,388,310,35.0,1.0,237.3,49.98,0.9,236.4,49.98,0.9,238.5,49.98,651.240,19.596,175.058,261.280
2015-10-8 8:26:7,26.0,793.5,752.6,0.5,0.4,653.3,82,695,Normal,0.30,423,331,35.0,1.0,236.5,50.01,0.9,236.3,50.01,0.9,238.1,50.01,651.340,19.599,175.084,261.320
2015-10-8 8:31:7,26.0,824.7,824.0,0.5,0.4,653.3,82,775,Normal,0.30,471,363,36.0,1.0,236.3,49.98,0.9,235.3,49.98,0.9,237.9,49.98,651.340,19.599,175.084,261.320
2015-10-8 8:36:7,27.0,861.4,860.8,0.5,0.4,653.4,82,844,Normal,0.40,502,402,37.0,1.0,235.6,49.97,0.9,235.1,49.97,0.9,237.5,49.97,651.440,19.602,175.111,261.360
2015-10-8 8:41:7,27.0,863.2,862.6,0.6,0.5,653.5,82,912,Normal,0.50,528,443,37.0,1.1,235.3,49.98,1.0,234.7,49.98,1.0,236.9,49.98,651.539,19.605,175.138,261.400
2015-10-8 8:46:7,27.0,800.1,799.4,0.7,0.6,653.5,82,1094,Normal,0.50,638,516,37.0,1.3,235.9,49.98,1.3,235.7,49.98,1.2,237.6,49.98,651.539,19.605,175.138,261.400
2015-10-8 8:51:7,27.0,838.6,837.9,1.5,1.4,653.7,82,2458,Normal,0.70,1304,1214,36.0,2.6,237.6,49.99,2.9,237.3,49.99,2.7,239.5,49.99,651.739,19.611,175.192,261.480
2015-10-8 8:56:7,28.0,811.6,810.9,1.9,1.9,653.9,82,3142,Normal,0.90,1625,1576,37.0,3.6,237.3,49.99,3.9,237.9,49.99,3.7,239.4,49.99,651.938,19.617,175.245,261.560
2015-10-8 9:1:7,28.0,814.6,813.9,2.1,2.1,654.2,82,3463,Normal,1.20,1778,1744,37.0,4.0,238.4,49.99,4.3,238.2,49.99,4.1,240.2,49.99,652.237,19.626,175.326,261.680
2015-10-8 9:6:7,28.0,811.6,810.9,2.4,2.3,654.5,82,3821,Normal,1.50,1958,1922,38.0,4.5,238.2,50.00,4.8,238.3,50.00,4.6,239.9,50.00,652.537,19.635,175.406,261.800
2015-10-8 9:11:7,28.0,814.6,813.9,2.6,2.6,654.8,82,4243,Normal,1.80,2174,2128,39.0,5.1,238.3,49.99,5.3,238.1,49.99,5.1,239.9,49.99,652.836,19.644,175.486,261.920
2015-10-8 9:16:7,29.0,819.7,819.0,3.1,3.0,655.2,82,4977,Normal,2.20,2570,2518,41.0,6.1,237.6,50.01,6.4,238.6,50.01,6.1,239.9,50.01,653.234,19.656,175.594,262.080
2015-10-8 9:21:7,29.0,796.6,795.9,3.8,3.8,655.7,82,6011,Normal,2.70,3063,3083,42.0,7.7,237.9,49.98,8.0,238.8,49.98,7.6,239.8,49.98,653.733,19.671,175.728,262.280
2015-10-8 9:26:7,29.0,783.7,790.2,4.1,4.0,656.2,83,6323,Normal,3.20,3237,3228,44.0,8.1,238.9,49.99,8.4,238.6,49.99,8.0,240.9,49.99,654.231,19.686,175.862,262.480
2015-10-8 9:31:7,29.0,779.7,789.1,4.4,4.3,656.7,83,6734,Normal,3.70,3449,3436,45.0,8.7,238.6,49.98,9.0,238.8,49.98,8.5,240.7,49.98,654.730,19.701,175.996,262.680
2015-10-8 9:36:7,30.0,784.6,767.0,4.6,4.7,657.3,83,7162,Normal,4.30,3661,3661,47.0,9.3,238.6,50.01,9.6,238.5,50.01,9.2,240.3,50.01,655.328,19.719,176.156,262.920
2015-10-8 9:41:7,30.0,764.7,778.1,5.0,4.9,657.9,83,7573,Normal,4.90,3870,3873,49.0,9.8,241.9,49.99,10.1,241.9,49.99,9.7,243.7,49.99,655.926,19.737,176.317,263.160
2015-10-8 9:46:7,30.0,764.7,771.0,5.2,5.2,658.6,83,7920,Normal,5.60,4034,4064,52.0,10.2,241.9,50.00,10.6,241.8,50.00,10.2,243.3,50.00,656.624,19.758,176.505,263.440
2015-10-8 9:51:7,30.0,764.7,771.1,5.5,5.4,659.3,83,8322,Normal,6.30,4254,4254,54.0,10.8,241.9,49.96,11.1,241.8,49.96,10.7,243.8,49.96,657.322,19.779,176.692,263.720
2015-10-8 9:56:7,31.0,770.6,759.2,5.6,5.7,660.0,83,8599,Normal,7.00,4394,4398,55.0,11.2,242.6,49.98,11.5,242.7,49.98,11.0,244.2,49.98,658.020,19.800,176.880,264.000
2015-10-8 10:1:7,31.0,761.5,747.9,5.6,5.7,660.7,83,8492,Normal,7.70,4345,4337,57.0,11.1,242.1,49.98,11.3,242.3,49.98,10.9,244.0,49.98,658.718,19.821,177.068,264.280
2015-10-8 10:6:7,31.0,754.5,746.9,6.2,6.3,661.4,83,9259,Normal,8.40,4729,4738,60.0,12.2,242.1,49.97,12.4,242.5,49.97,12.0,243.9,49.97,659.416,19.842,177.255,264.560
2015-10-8 10:11:7,32.0,737.7,751.0,6.6,6.5,662.2,83,9596,Normal,9.20,4901,4911,62.0,12.6,243.2,50.01,12.9,242.8,50.01,12.4,244.8,50.01,660.213,19.866,177.470,264.880
2015-10-8 10:16:7,32.0,740.7,746.9,6.8,6.7,663.0,83,9941,Normal,10.00,5086,5091,64.0,13.0,243.0,49.99,13.4,242.8,49.99,13.0,244.7,49.99,661.011,19.890,177.684,265.200
2015-10-8 10:21:7,32.0,742.4,731.7,7.0,7.1,663.9,83,10300,Normal,10.90,5267,5279,53.0,13.6,243.0,49.96,13.9,243.2,49.96,13.5,244.3,49.96,661.908,19.917,177.925,265.560
2015-10-8 10:25:45,33.0,737.6,737.7,7.3,7.3,664.7,84,10598,Normal,11.70,5423,5427,45.0,14.1,241.8,49.97,14.4,241.1,49.97,13.9,243.4,49.97,662.706,19.941,178.140,265.880
2015-10-8 10:30:45,33.0,739.2,725.9,7.5,7.6,665.6,84,10938,Normal,12.60,5590,5608,42.0,14.6,240.6,49.97,14.9,240.9,49.97,14.4,242.4,49.97,663.603,19.968,178.381,266.240
2015-10-8 10:35:45,33.0,732.2,721.9,7.8,7.9,666.5,84,11251,Normal,13.50,5754,5765,41.0,15.0,240.1,50.01,15.3,241.3,50.01,14.9,241.9,50.01,664.500,19.995,178.622,266.600
2015-10-8 10:40:45,33.0,726.7,732.5,8.0,8.0,667.5,84,11531,Normal,14.50,5898,5907,40.0,15.4,240.6,49.98,15.7,241.0,49.98,15.2,242.5,49.98,665.497,20.025,178.890,267.000
2015-10-8 10:45:45,33.0,731.1,719.9,8.2,8.4,668.4,84,11869,Normal,15.40,6067,6085,39.0,15.9,239.8,50.00,16.1,241.3,50.00,15.7,241.5,50.00,666.395,20.052,179.131,267.360
2015-10-8 10:50:45,32.0,725.7,730.6,8.5,8.4,669.4,84,12149,Normal,16.40,6210,6229,39.0,16.3,241.7,49.98,16.5,241.4,49.98,16.0,243.1,49.98,667.392,20.082,179.399,267.760
