Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-28 7:22:58,14.0,120.9,119.9,0.0,0.0,1565.5,292,0,Fault,0.00,30,25,2.0,0.0,238.5,49.98,0.0,237.6,49.98,0.0,239.3,49.98,1560.804,46.965,419.554,626.200
2015-10-28 7:27:58,17.0,161.6,160.7,0.0,0.0,1565.5,292,0,Fault,0.00,43,35,7.0,0.0,238.4,49.99,0.0,237.5,49.99,0.0,239.2,49.99,1560.804,46.965,419.554,626.200
2015-10-28 7:32:58,19.0,707.0,706.0,0.0,0.0,1565.5,292,0,Fault,0.00,171,120,10.0,0.0,242.3,49.99,0.0,241.2,49.99,0.0,243.0,49.99,1560.804,46.965,419.554,626.200
2015-10-28 7:37:58,20.0,600.4,599.7,0.2,0.2,1565.5,292,233,Normal,0.00,167,125,10.0,1.1,241.8,49.98,0.8,241.0,49.98,0.9,242.5,49.98,1560.804,46.965,419.554,626.200
2015-10-28 7:42:58,21.0,600.4,599.6,0.2,0.2,1565.5,292,251,Normal,0.00,176,134,24.0,1.1,241.5,50.01,0.8,240.9,50.01,0.9,242.5,50.01,1560.804,46.965,419.554,626.200
2015-10-28 7:47:58,21.0,601.7,596.9,0.3,0.2,1565.5,292,265,Normal,0.00,184,141,25.0,1.1,241.6,50.00,0.8,241.1,50.00,0.9,242.5,50.00,1560.804,46.965,419.554,626.200
2015-10-28 7:52:58,21.0,626.0,624.3,0.3,0.2,1565.5,292,335,Normal,0.00,220,175,28.0,1.1,241.3,50.01,0.8,241.1,50.01,0.9,242.4,50.01,1560.804,46.965,419.554,626.200
2015-10-28 7:57:58,21.0,723.1,722.4,0.3,0.3,1565.5,292,455,Normal,0.00,283,231,32.0,1.0,240.2,50.00,0.9,240.2,50.00,0.9,241.2,50.00,1560.804,46.965,419.554,626.200
2015-10-28 8:2:58,22.0,699.5,693.2,0.4,0.3,1565.6,292,505,Normal,0.10,308,256,31.0,1.0,240.2,50.00,0.9,239.9,50.00,0.9,241.4,50.00,1560.903,46.968,419.581,626.240
2015-10-28 8:7:58,22.0,684.9,678.2,0.4,0.4,1565.6,292,578,Normal,0.10,344,293,32.0,1.0,240.5,50.00,0.9,240.5,50.00,0.9,241.6,50.00,1560.903,46.968,419.581,626.240
2015-10-28 8:12:58,22.0,692.9,667.2,0.4,0.4,1565.7,293,539,Normal,0.20,324,274,32.0,1.0,239.8,49.98,0.9,239.8,49.98,0.9,241.4,49.98,1561.003,46.971,419.608,626.280
2015-10-28 8:17:58,23.0,707.4,690.2,0.5,0.4,1565.7,293,623,Normal,0.20,367,316,32.0,1.1,239.2,49.99,0.9,239.8,49.99,1.0,241.0,49.99,1561.003,46.971,419.608,626.280
2015-10-28 8:22:58,23.0,694.0,676.2,0.5,0.5,1565.8,293,705,Normal,0.30,409,356,33.0,1.1,239.7,49.99,1.0,239.7,49.99,1.0,241.4,49.99,1561.103,46.974,419.634,626.320
2015-10-28 8:27:58,23.0,699.0,691.2,0.7,0.7,1565.8,293,975,Normal,0.30,543,491,33.0,1.3,240.1,49.97,1.3,240.1,49.97,1.2,241.5,49.97,1561.103,46.974,419.634,626.320
2015-10-28 8:32:58,23.0,722.3,707.2,0.7,0.6,1565.9,293,951,Normal,0.40,533,478,33.0,1.3,239.8,50.00,1.2,239.9,50.00,1.2,241.6,50.00,1561.202,46.977,419.661,626.360
2015-10-28 8:37:58,23.0,719.2,713.2,0.7,0.6,1566.0,293,901,Normal,0.50,506,454,34.0,1.3,239.5,49.99,1.2,239.4,49.99,1.2,241.3,49.99,1561.302,46.980,419.688,626.400
2015-10-28 8:42:58,24.0,723.3,711.2,0.7,0.6,1566.1,293,977,Normal,0.60,545,492,34.0,1.3,239.2,49.99,1.3,239.4,49.99,1.2,240.9,49.99,1561.402,46.983,419.715,626.440
2015-10-28 8:47:58,24.0,706.1,689.2,0.7,0.7,1566.2,293,1012,Normal,0.70,562,510,35.0,1.4,239.4,50.00,1.3,239.7,50.00,1.3,241.0,50.00,1561.501,46.986,419.742,626.480
2015-10-28 8:52:58,24.0,730.0,737.9,1.1,1.0,1566.3,293,1589,Normal,0.80,849,799,34.0,1.9,240.2,50.00,1.9,239.7,50.00,1.9,241.6,50.00,1561.601,46.989,419.768,626.520
2015-10-28 8:57:58,24.0,729.9,741.9,1.1,1.0,1566.4,293,1632,Normal,0.90,873,818,35.0,1.9,239.1,50.01,2.0,239.2,50.01,1.9,241.0,50.01,1561.701,46.992,419.795,626.560
2015-10-28 9:2:58,25.0,714.2,706.2,1.0,1.0,1566.5,293,1453,Normal,1.00,782,731,35.0,1.8,239.9,50.01,1.8,240.2,50.01,1.7,241.5,50.01,1561.801,46.995,419.822,626.600
2015-10-28 9:7:58,25.0,731.9,739.0,1.1,1.0,1566.7,293,1529,Normal,1.20,821,768,35.0,1.8,239.5,50.00,1.9,239.2,50.00,1.8,241.3,50.00,1562.000,47.001,419.876,626.680
2015-10-28 9:12:58,25.0,727.9,734.9,1.2,1.1,1566.8,294,1733,Normal,1.30,922,870,36.0,2.0,239.2,49.98,2.1,239.1,49.98,2.0,240.9,49.98,1562.100,47.004,419.902,626.720
2015-10-28 9:17:58,25.0,748.4,731.2,1.4,1.4,1566.9,294,2108,Normal,1.40,1109,1058,36.0,2.4,239.0,50.01,2.6,239.3,50.01,2.5,241.0,50.01,1562.199,47.007,419.929,626.760
