Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-24 8:12:2,19.0,151.0,149.9,0.0,0.0,1000.2,247,0,Fault,0.00,0,0,13.0,0.0,243.0,50.00,0.0,241.2,50.00,0.0,245.2,50.00,997.199,30.006,268.054,400.080
2015-10-24 8:17:2,20.0,738.4,736.3,0.0,0.0,1000.2,247,0,Fault,0.00,0,0,15.0,0.0,242.5,49.99,0.0,240.9,49.99,0.0,244.6,49.99,997.199,30.006,268.054,400.080
2015-10-24 8:22:2,22.0,610.4,608.7,0.1,0.1,1000.2,247,21,Normal,0.00,112,81,17.0,0.8,241.5,50.00,0.8,240.4,50.00,0.8,243.8,50.00,997.199,30.006,268.054,400.080
2015-10-24 8:27:2,22.0,687.6,685.8,0.2,0.1,1000.2,247,20,Normal,0.00,166,111,30.0,0.8,243.0,49.98,0.8,241.3,49.98,0.8,244.9,49.98,997.199,30.006,268.054,400.080
2015-10-24 8:32:3,22.0,645.4,693.3,0.3,0.1,1000.2,247,53,Normal,0.00,195,125,32.0,0.8,242.9,49.98,0.8,241.3,49.98,0.8,244.9,49.98,997.199,30.006,268.054,400.080
2015-10-24 8:37:3,23.0,688.3,686.5,0.2,0.1,1000.2,247,23,Normal,0.00,167,110,31.0,0.8,242.6,49.98,0.8,240.2,49.98,0.9,245.1,49.98,997.199,30.006,268.054,400.080
2015-10-24 8:42:3,23.0,681.0,656.7,0.3,0.2,1000.2,247,106,Normal,0.00,218,134,31.0,0.8,242.1,49.99,0.7,239.3,49.99,0.9,244.2,49.99,997.199,30.006,268.054,400.080
2015-10-24 8:47:4,24.0,697.9,650.3,0.3,0.2,1000.2,247,110,Normal,0.00,232,142,33.0,0.9,241.5,49.98,0.8,240.3,49.98,0.8,243.4,49.98,997.199,30.006,268.054,400.080
2015-10-24 8:52:4,24.0,674.5,711.1,0.3,0.2,1000.2,248,146,Normal,0.00,268,160,34.0,0.9,240.6,49.99,0.8,239.7,49.99,0.8,242.6,49.99,997.199,30.006,268.054,400.080
2015-10-24 8:57:4,24.0,694.7,672.7,0.4,0.2,1000.2,248,198,Normal,0.00,290,171,35.0,0.9,240.9,49.98,0.8,239.6,49.98,0.9,243.1,49.98,997.199,30.006,268.054,400.080
2015-10-24 9:2:4,24.0,717.5,728.2,0.5,0.3,1000.2,248,365,Normal,0.00,424,239,35.0,1.0,242.4,49.97,0.9,240.1,49.97,1.0,244.3,49.97,997.199,30.006,268.054,400.080
2015-10-24 9:7:4,24.0,707.3,727.2,0.6,0.3,1000.3,248,365,Normal,0.10,426,240,35.0,1.0,242.2,49.98,0.9,240.6,49.98,1.0,244.3,49.98,997.299,30.009,268.080,400.120
2015-10-24 9:12:4,25.0,739.1,732.7,0.9,0.5,1000.3,248,834,Normal,0.10,734,396,35.0,1.5,242.2,49.99,1.4,240.8,49.99,1.4,244.2,49.99,997.299,30.009,268.080,400.120
2015-10-24 9:17:4,25.0,688.5,721.1,0.9,0.5,1000.4,248,768,Normal,0.20,677,375,36.0,1.4,243.5,49.99,1.3,240.5,49.99,1.4,245.2,49.99,997.399,30.012,268.107,400.160
2015-10-24 9:22:4,25.0,761.7,656.5,0.9,0.5,1000.4,248,723,Normal,0.20,688,357,37.0,1.4,243.3,50.00,1.2,240.8,50.00,1.4,245.7,50.00,997.399,30.012,268.107,400.160
2015-10-24 9:27:5,25.0,738.5,706.9,1.1,0.6,1000.5,248,958,Normal,0.30,821,431,36.0,1.6,241.1,49.98,1.5,239.7,49.98,1.6,243.6,49.98,997.499,30.015,268.134,400.200
2015-10-24 9:32:5,26.0,721.1,731.3,1.1,0.5,1000.6,248,964,Normal,0.40,818,437,37.0,1.6,242.1,49.99,1.6,240.3,49.99,1.6,243.9,49.99,997.598,30.018,268.161,400.240
2015-10-24 9:37:6,26.0,738.8,757.1,1.6,0.8,1000.6,248,1536,Normal,0.40,1204,636,38.0,2.2,242.6,50.00,2.3,241.4,50.00,2.2,244.6,50.00,997.598,30.018,268.161,400.240
2015-10-24 9:42:6,26.0,761.8,762.7,1.1,0.6,1000.7,248,1025,Normal,0.50,881,466,38.0,1.8,243.9,50.00,1.5,240.4,50.00,1.7,245.7,50.00,997.698,30.021,268.188,400.280
2015-10-24 9:47:6,26.0,749.2,747.6,1.1,0.6,1000.9,248,1062,Normal,0.70,890,472,38.0,1.8,244.1,50.01,1.5,240.9,50.01,1.7,245.8,50.01,997.897,30.027,268.241,400.360
2015-10-24 9:52:7,26.0,783.5,784.8,2.5,1.3,1001.0,249,2686,Normal,0.80,1971,1025,38.0,3.6,241.4,50.02,3.8,241.6,50.02,3.8,243.1,50.02,997.997,30.030,268.268,400.400
2015-10-24 9:57:8,27.0,730.4,728.5,1.1,0.6,1001.2,249,985,Normal,1.00,828,440,39.0,1.6,241.7,50.01,1.6,240.4,50.01,1.6,243.3,50.01,998.196,30.036,268.322,400.480
2015-10-24 10:2:9,27.0,779.5,777.6,2.5,1.3,1001.3,249,2715,Normal,1.10,1991,1017,39.0,3.8,242.5,49.99,3.7,241.0,49.99,3.8,244.5,49.99,998.296,30.039,268.348,400.520
2015-10-24 10:7:9,27.0,754.2,752.2,1.5,0.7,1001.6,249,1434,Normal,1.40,1132,599,40.0,2.2,243.1,50.00,2.1,241.1,50.00,2.1,244.5,50.00,998.595,30.048,268.429,400.640
2015-10-24 10:12:10,27.0,756.8,753.8,1.8,0.9,1001.8,249,1891,Normal,1.60,1432,747,40.0,2.7,242.7,50.02,2.7,241.1,50.02,2.7,244.1,50.02,998.795,30.054,268.482,400.720
2015-10-24 10:17:11,27.0,755.9,767.9,3.0,1.5,1002.0,249,3208,Normal,1.80,2301,1188,41.0,4.5,243.1,49.99,4.4,241.0,49.99,4.4,244.5,49.99,998.994,30.060,268.536,400.800
2015-10-24 10:22:11,28.0,731.1,742.5,1.9,0.9,1002.2,249,1850,Normal,2.00,1400,734,41.0,2.8,241.7,50.01,2.6,239.5,50.01,2.7,243.5,50.01,999.193,30.066,268.590,400.880
2015-10-24 10:27:11,28.0,754.7,752.8,2.8,1.4,1002.6,249,3007,Normal,2.40,2159,1109,43.0,4.1,241.4,49.99,4.3,240.5,49.99,4.2,242.6,49.99,999.592,30.078,268.697,401.040
2015-10-24 10:32:11,28.0,729.9,675.1,1.4,0.7,1002.8,249,1262,Normal,2.60,1022,524,43.0,2.0,242.0,50.00,1.9,239.3,50.00,1.9,243.3,50.00,999.792,30.084,268.750,401.120
2015-10-24 10:37:11,28.0,753.7,759.8,7.1,3.5,1003.0,249,7989,Normal,2.80,5405,2730,44.0,11.0,247.2,50.00,10.7,243.1,50.00,10.7,247.9,50.00,999.991,30.090,268.804,401.200
2015-10-24 10:42:11,28.0,757.0,755.0,8.2,4.2,1003.4,249,9328,Normal,3.20,6268,3174,46.0,12.9,247.0,50.01,12.5,242.9,50.01,12.4,247.8,50.01,1000.390,30.102,268.911,401.360
2015-10-24 10:47:11,28.0,728.6,738.4,7.1,3.6,1004.2,249,7724,Normal,4.00,5219,2689,47.0,10.5,243.2,49.99,10.6,242.5,49.99,10.5,245.2,49.99,1001.187,30.126,269.126,401.680
2015-10-24 10:52:12,29.0,706.7,713.6,1.6,0.8,1004.5,250,1472,Normal,4.30,1134,597,45.0,2.2,242.7,50.00,2.1,240.5,50.00,2.2,243.9,50.00,1001.487,30.135,269.206,401.800
2015-10-24 10:57:12,29.0,775.1,766.1,4.4,2.3,1004.9,250,4959,Normal,4.70,3445,1776,47.0,6.7,241.8,49.98,6.9,241.7,49.98,6.9,243.3,49.98,1001.885,30.147,269.313,401.960
2015-10-24 11:1:48,29.0,736.9,737.7,1.2,0.6,1005.0,250,1156,Normal,4.80,952,500,46.0,1.9,242.8,50.00,1.7,239.0,50.00,1.8,243.8,50.00,1001.985,30.150,269.340,402.000
2015-10-24 11:6:48,29.0,740.0,752.4,2.9,1.4,1005.3,250,3039,Normal,5.10,2190,1123,46.0,4.3,241.0,49.98,4.2,238.9,49.98,4.2,242.7,49.98,1002.284,30.159,269.420,402.120
2015-10-24 11:11:48,29.0,761.8,759.9,3.2,1.6,1005.5,250,3447,Normal,5.30,2444,1254,46.0,4.8,243.4,50.00,4.8,241.2,50.00,4.7,244.3,50.00,1002.484,30.165,269.474,402.200
2015-10-24 11:16:49,29.0,739.0,737.1,2.9,1.5,1005.8,250,3117,Normal,5.60,2208,1134,46.0,4.3,243.2,50.00,4.4,241.4,50.00,4.3,244.1,50.00,1002.783,30.174,269.554,402.320
2015-10-24 11:21:49,29.0,724.7,722.8,1.9,0.9,1006.0,250,1849,Normal,5.80,1378,716,46.0,2.7,244.5,49.98,2.6,241.5,49.98,2.6,245.4,49.98,1002.982,30.180,269.608,402.400
2015-10-24 11:26:50,29.0,739.0,737.1,2.6,1.3,1006.1,250,2685,Normal,5.90,1929,995,45.0,3.8,244.0,49.96,3.7,241.4,49.96,3.7,244.9,49.96,1003.082,30.183,269.635,402.440
2015-10-24 11:31:50,29.0,701.5,710.4,1.0,0.5,1006.3,250,870,Normal,6.10,746,398,45.0,1.5,243.0,49.96,1.4,240.4,49.96,1.5,244.5,49.96,1003.281,30.189,269.688,402.520
2015-10-24 11:36:51,29.0,716.3,700.8,1.3,0.7,1006.4,250,1168,Normal,6.20,942,495,45.0,1.8,242.1,49.99,1.8,241.0,49.99,1.8,244.1,49.99,1003.381,30.192,269.715,402.560
2015-10-24 11:41:51,30.0,721.1,719.2,1.2,0.6,1006.5,250,1108,Normal,6.30,901,476,45.0,1.8,244.0,50.01,1.6,241.5,50.01,1.7,245.8,50.01,1003.481,30.195,269.742,402.600
2015-10-24 11:46:52,30.0,713.4,708.4,1.6,0.8,1006.6,250,1494,Normal,6.40,1145,597,45.0,2.4,245.3,49.99,2.0,241.6,49.99,2.2,247.3,49.99,1003.580,30.198,269.769,402.640
2015-10-24 11:51:52,30.0,725.2,723.2,1.6,0.8,1006.7,251,1561,Normal,6.50,1194,624,44.0,2.4,244.8,50.00,2.2,241.6,50.00,2.3,246.4,50.00,1003.680,30.201,269.796,402.680
2015-10-24 11:56:53,30.0,729.6,727.7,1.6,0.8,1006.8,251,1561,Normal,6.60,1200,627,44.0,2.3,243.4,50.01,2.3,241.7,50.01,2.3,245.3,50.01,1003.780,30.204,269.822,402.720
2015-10-24 12:1:53,30.0,681.5,735.6,1.2,0.6,1006.9,251,1021,Normal,6.70,862,461,44.0,1.7,242.6,50.00,1.6,241.1,50.00,1.6,244.5,50.00,1003.879,30.207,269.849,402.760
2015-10-24 12:6:54,30.0,734.1,732.2,2.1,1.1,1007.1,251,2160,Normal,6.90,1585,821,44.0,3.2,244.9,50.02,2.9,242.1,50.02,3.0,246.1,50.02,1004.079,30.213,269.903,402.840
2015-10-24 12:11:54,30.0,749.6,744.1,2.8,1.4,1007.4,251,3019,Normal,7.20,2152,1108,44.0,4.2,245.1,49.98,4.2,243.1,49.98,4.1,246.1,49.98,1004.378,30.222,269.983,402.960
2015-10-24 12:16:55,30.0,689.4,707.7,1.5,0.8,1007.5,251,1435,Normal,7.30,1101,586,44.0,2.2,243.1,49.99,2.0,240.9,49.99,2.1,245.3,49.99,1004.478,30.225,270.010,403.000
2015-10-24 12:21:55,30.0,756.3,754.4,3.9,1.9,1007.8,251,4249,Normal,7.60,2955,1508,45.0,5.9,246.0,50.01,5.7,242.9,50.01,5.7,247.2,50.01,1004.777,30.234,270.090,403.120
2015-10-24 12:26:55,30.0,734.1,727.8,5.0,2.6,1008.6,251,5423,Normal,8.40,3719,1894,44.0,7.4,244.8,50.00,7.4,243.2,50.00,7.4,246.7,50.00,1005.574,30.258,270.305,403.440
2015-10-24 12:31:55,30.0,720.8,718.9,3.5,1.8,1009.0,251,3615,Normal,8.80,2530,1295,43.0,4.9,243.2,50.01,5.0,242.2,50.01,4.9,245.0,50.01,1005.973,30.270,270.412,403.600
2015-10-24 12:36:55,30.0,740.0,738.2,3.4,1.7,1009.4,251,3636,Normal,9.20,2556,1307,44.0,4.9,243.8,50.00,5.1,243.2,50.00,5.0,245.2,50.00,1006.372,30.282,270.519,403.760
2015-10-24 12:41:56,30.0,700.4,708.6,1.9,1.0,1009.8,251,1855,Normal,9.60,1380,714,44.0,2.6,243.3,50.00,2.6,242.2,50.00,2.6,245.1,50.00,1006.771,30.294,270.626,403.920
2015-10-24 12:46:56,30.0,727.5,725.6,3.9,2.0,1010.1,251,4190,Normal,9.90,2897,1477,44.0,5.7,245.7,49.99,5.7,243.6,49.99,5.7,247.0,49.99,1007.070,30.303,270.707,404.040
2015-10-24 12:51:56,30.0,733.6,722.8,3.4,1.7,1010.5,252,3573,Normal,10.30,2499,1281,45.0,5.0,246.7,50.03,4.8,243.3,50.03,4.8,247.9,50.03,1007.468,30.315,270.814,404.200
2015-10-24 12:56:56,30.0,714.3,712.3,1.1,0.6,1010.6,252,980,Normal,10.40,816,433,44.0,1.7,242.8,50.01,1.6,240.8,50.01,1.6,245.0,50.01,1007.568,30.318,270.841,404.240
2015-10-24 13:1:56,30.0,794.1,795.3,10.0,5.0,1010.8,252,11798,Normal,10.60,8005,4023,46.0,15.8,247.3,49.98,15.8,246.1,49.98,15.9,250.6,49.98,1007.768,30.324,270.894,404.320
2015-10-24 13:6:56,30.0,717.6,718.3,1.7,0.9,1011.5,252,1692,Normal,11.30,1283,665,42.0,2.4,243.1,50.02,2.5,242.1,50.02,2.4,244.8,50.02,1008.466,30.345,271.082,404.600
