Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-5 7:27:12,19.0,117.8,116.9,0.0,0.0,385.8,46,0,Fault,0.00,30,24,9.0,0.0,241.8,50.02,0.0,240.8,50.02,0.0,242.3,50.02,384.643,11.574,103.394,154.320
2015-10-5 7:32:12,22.0,688.9,687.9,0.0,0.0,385.8,46,0,Fault,0.00,171,122,14.0,0.0,241.2,49.99,0.0,240.1,49.99,0.0,241.7,49.99,384.643,11.574,103.394,154.320
2015-10-5 7:37:12,24.0,718.1,717.2,0.0,0.0,385.8,46,0,Wait,0.00,177,127,15.0,0.0,241.3,49.99,0.0,240.3,49.99,0.0,241.9,49.99,384.643,11.574,103.394,154.320
2015-10-5 7:42:12,24.0,599.2,598.5,0.3,0.2,385.8,46,300,Normal,0.00,200,159,28.0,1.0,240.0,49.99,0.8,239.8,49.99,0.8,241.1,49.99,384.643,11.574,103.394,154.320
2015-10-5 7:47:12,25.0,663.4,662.8,0.3,0.3,385.8,47,387,Normal,0.00,247,200,31.0,1.0,240.1,50.01,0.8,239.2,50.01,0.8,240.8,50.01,384.643,11.574,103.394,154.320
2015-10-5 7:52:12,26.0,716.4,715.7,0.3,0.3,385.8,47,453,Normal,0.00,282,230,33.0,1.0,239.2,50.01,0.8,239.1,50.01,0.8,240.6,50.01,384.643,11.574,103.394,154.320
2015-10-5 7:57:12,26.0,708.2,702.4,0.4,0.3,385.9,47,552,Normal,0.10,331,280,34.0,0.9,239.7,50.02,0.9,238.3,50.02,0.9,240.5,50.02,384.742,11.577,103.421,154.360
2015-10-5 8:2:12,26.0,728.0,710.4,0.5,0.4,385.9,47,670,Normal,0.10,389,340,34.0,1.0,238.4,49.99,0.9,237.9,49.99,1.0,239.7,49.99,384.742,11.577,103.421,154.360
2015-10-5 8:7:12,27.0,694.7,720.0,0.6,0.5,386.0,47,761,Normal,0.20,436,385,35.0,1.1,237.7,49.98,1.0,238.0,49.98,1.1,239.1,49.98,384.842,11.580,103.448,154.400
2015-10-5 8:12:12,27.0,716.9,695.4,0.6,0.6,386.0,47,843,Normal,0.20,478,424,35.0,1.1,237.5,50.00,1.2,237.1,50.00,1.1,238.9,50.00,384.842,11.580,103.448,154.400
2015-10-5 8:17:12,27.0,710.6,703.4,0.7,0.6,386.1,47,960,Normal,0.30,535,484,35.0,1.2,237.3,50.00,1.3,237.2,50.00,1.2,238.6,50.00,384.942,11.583,103.475,154.440
2015-10-5 8:22:12,28.0,700.8,708.8,0.8,0.7,386.2,47,1082,Normal,0.40,598,543,35.0,1.3,237.2,49.98,1.4,236.7,49.98,1.3,238.4,49.98,385.041,11.586,103.502,154.480
