Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2017-11-22 8:7:35,0.0,117.2,116.4,0.0,0.0,33884.2,8255,0,Fault,0.00,25,23,0.0,0.0,238.7,50.01,0.0,238.5,50.01,0.0,241.9,50.01,33782.547,1016.526,9080.966,13553.680
2017-11-22 8:7:54,9.0,117.7,116.9,0.0,0.0,33884.2,8255,0,Fault,0.00,25,23,4.0,0.0,239.0,50.01,0.0,238.6,50.01,0.0,242.0,50.01,33782.547,1016.526,9080.966,13553.680
2017-11-22 8:12:54,12.0,136.4,135.7,0.0,0.0,33884.2,8255,0,Fault,0.00,30,29,8.0,0.0,238.7,49.99,0.0,238.1,49.99,0.0,241.6,49.99,33782.547,1016.526,9080.966,13553.680
2017-11-22 8:17:54,14.0,552.0,551.3,0.0,0.0,33884.2,8255,0,Fault,0.00,117,91,10.0,0.0,238.6,49.98,0.0,238.1,49.98,0.0,241.6,49.98,33782.547,1016.526,9080.966,13553.680
2017-11-22 8:22:55,15.0,575.2,574.4,0.0,0.0,33884.2,8255,0,Wait,0.00,123,91,11.0,0.0,239.2,49.99,0.0,239.2,49.99,0.0,243.0,49.99,33782.547,1016.526,9080.966,13553.680
2017-11-22 8:27:56,15.0,594.1,528.2,0.2,0.2,33884.2,8255,189,Normal,0.00,136,112,25.0,1.1,238.4,50.01,0.9,238.5,50.01,0.9,242.3,50.01,33782.547,1016.526,9080.966,13553.680
2017-11-22 8:32:56,16.0,596.7,536.2,0.2,0.2,33884.2,8255,234,Normal,0.00,160,134,26.0,1.1,239.0,50.00,0.9,238.7,50.00,0.8,242.4,50.00,33782.547,1016.526,9080.966,13553.680
2017-11-22 8:37:56,16.0,595.9,545.2,0.2,0.2,33884.2,8255,240,Normal,0.00,162,137,27.0,1.1,239.0,49.99,0.9,238.5,49.99,0.9,242.4,49.99,33782.547,1016.526,9080.966,13553.680
2017-11-22 8:39:19,16.0,561.5,560.2,0.3,0.2,33884.2,8255,254,Normal,0.00,170,144,27.0,1.1,238.7,50.00,0.9,238.4,50.00,0.9,241.7,50.00,33782.547,1016.526,9080.966,13553.680
2017-11-22 8:44:30,17.0,619.3,565.3,0.3,0.2,33884.2,8255,292,Normal,0.00,188,164,29.0,1.0,237.9,49.98,0.8,237.9,49.98,0.8,240.8,49.98,33782.547,1016.526,9080.966,13553.680
