Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-7 7:30:13,35.0,187.6,200.0,0.1,0.1,512.4,69,0,Normal,67.40,26,24,39.0,0.1,241.3,50.00,0.1,239.5,50.00,0.1,243.0,50.00,510.863,15.372,137.323,204.960
2015-10-7 7:30:32,19.0,115.2,114.8,0.0,0.0,445.0,69,0,Fault,0.00,23,21,16.0,0.0,239.7,50.00,0.0,238.4,50.00,0.0,241.7,50.00,443.665,13.350,119.260,178.000
2015-10-7 7:35:32,22.0,549.0,548.4,0.0,0.0,445.0,69,0,Fault,0.00,103,82,19.0,0.0,239.6,49.99,0.0,237.9,49.99,0.0,241.2,49.99,443.665,13.350,119.260,178.000
2015-10-7 7:40:32,24.0,599.4,598.8,0.0,0.0,445.0,69,0,Wait,0.00,117,83,21.0,0.0,239.8,50.02,0.0,238.2,50.02,0.0,241.3,50.02,443.665,13.350,119.260,178.000
2015-10-7 7:45:32,25.0,538.6,517.8,0.2,0.2,445.0,69,188,Normal,0.00,134,113,32.0,1.1,239.2,50.01,0.9,237.4,50.01,0.8,240.5,50.01,443.665,13.350,119.260,178.000
2015-10-7 7:50:32,26.0,589.4,554.9,0.2,0.2,445.0,69,226,Normal,0.00,156,129,32.0,1.1,238.9,50.01,0.9,237.3,50.01,0.8,240.7,50.01,443.665,13.350,119.260,178.000
2015-10-7 7:55:32,26.0,607.0,565.7,0.2,0.2,445.0,69,261,Normal,0.00,175,146,34.0,1.1,238.5,50.01,0.9,237.1,50.01,0.8,240.2,50.01,443.665,13.350,119.260,178.000
2015-10-7 8:0:32,26.0,558.4,575.0,0.3,0.2,445.0,69,295,Normal,0.00,193,161,35.0,1.0,238.4,50.01,0.8,236.9,50.01,0.7,240.6,50.01,443.665,13.350,119.260,178.000
2015-10-7 8:5:32,27.0,612.0,538.8,0.3,0.3,445.0,69,330,Normal,0.00,211,178,36.0,1.0,237.0,49.99,0.9,235.7,49.99,0.8,238.9,49.99,443.665,13.350,119.260,178.000
2015-10-7 8:10:33,27.0,590.9,562.8,0.3,0.3,445.1,69,371,Normal,0.10,228,202,36.0,1.0,240.3,49.98,0.9,239.4,49.98,0.8,242.4,49.98,443.765,13.353,119.287,178.040
2015-10-7 8:15:33,27.0,617.0,588.0,0.4,0.3,445.1,69,421,Normal,0.10,248,232,37.0,1.0,241.2,49.99,0.9,239.5,49.99,0.8,243.2,49.99,443.765,13.353,119.287,178.040
2015-10-7 8:20:33,27.0,622.9,587.9,0.4,0.4,445.1,70,451,Normal,0.10,271,240,37.0,1.0,240.5,49.99,0.9,238.7,49.99,0.8,242.4,49.99,443.765,13.353,119.287,178.040
2015-10-7 8:25:33,28.0,621.9,595.9,0.4,0.4,445.2,70,485,Normal,0.20,292,252,38.0,1.0,243.5,50.00,1.0,242.3,50.00,0.9,245.4,50.00,443.864,13.356,119.314,178.080
2015-10-7 8:30:34,28.0,642.3,583.1,0.4,0.4,445.2,70,531,Normal,0.20,317,274,38.0,1.1,241.5,50.00,1.0,239.9,50.00,0.9,243.6,50.00,443.864,13.356,119.314,178.080
2015-10-7 8:35:34,28.0,655.5,607.9,0.5,0.5,445.3,70,619,Normal,0.30,347,332,40.0,1.1,237.3,49.99,1.0,236.2,49.99,0.9,239.0,49.99,443.964,13.359,119.340,178.120
2015-10-7 8:40:34,29.0,617.9,534.2,0.8,0.7,445.3,70,871,Normal,0.30,526,405,39.0,1.3,237.9,49.99,1.4,236.5,49.99,1.2,240.0,49.99,443.964,13.359,119.340,178.120
2015-10-7 8:45:34,29.0,632.4,577.6,1.4,1.2,445.4,70,1628,Normal,0.40,952,735,39.0,2.2,237.6,50.00,2.3,236.6,50.00,2.0,239.6,50.00,444.064,13.362,119.367,178.160
2015-10-7 8:50:34,29.0,687.9,616.0,1.7,1.8,445.6,70,2295,Normal,0.60,1225,1130,40.0,2.9,237.6,49.99,3.0,236.3,49.99,2.8,239.6,49.99,444.263,13.368,119.421,178.240
2015-10-7 8:55:34,29.0,689.9,638.9,1.9,1.9,445.8,70,2596,Normal,0.80,1379,1276,41.0,3.2,237.6,49.99,3.4,236.2,49.99,3.2,239.6,49.99,444.463,13.374,119.474,178.320
2015-10-7 9:0:34,29.0,679.8,636.5,2.2,2.2,446.0,70,2891,Normal,1.00,1532,1418,41.0,3.7,238.2,50.00,3.9,236.8,50.00,3.6,240.2,50.00,444.662,13.380,119.528,178.400
2015-10-7 9:5:34,29.0,683.9,633.8,2.4,2.4,446.3,70,3227,Normal,1.30,1713,1574,42.0,4.1,238.6,49.98,4.3,236.8,49.98,4.0,240.8,49.98,444.961,13.389,119.608,178.520
2015-10-7 9:10:34,30.0,687.0,644.9,2.9,2.8,446.6,70,3787,Normal,1.60,2032,1814,43.0,4.9,238.0,50.00,5.1,237.1,50.00,4.8,240.0,50.00,445.260,13.398,119.689,178.640
2015-10-7 9:15:34,30.0,685.9,641.8,3.4,3.5,446.9,70,4561,Normal,1.90,2353,2268,43.0,6.0,236.9,49.99,6.2,237.0,49.99,5.8,239.2,49.99,445.559,13.407,119.769,178.760
2015-10-7 9:20:34,30.0,667.7,627.7,3.8,3.8,447.3,71,4890,Normal,2.30,2552,2397,45.0,6.4,241.0,49.98,6.6,240.9,49.98,6.2,243.4,49.98,445.958,13.419,119.876,178.920
2015-10-7 9:25:34,30.0,677.8,630.9,3.9,3.9,447.7,71,5122,Normal,2.70,2702,2534,46.0,6.7,242.7,49.99,7.0,240.8,49.99,6.5,245.1,49.99,446.357,13.431,119.984,179.080
2015-10-7 9:30:34,30.0,663.7,621.9,4.3,4.3,448.2,71,5457,Normal,3.20,2873,2707,47.0,7.2,241.5,50.00,7.4,241.1,50.00,7.0,243.2,50.00,446.855,13.446,120.118,179.280
2015-10-7 9:35:34,31.0,652.5,613.9,4.6,4.6,448.7,71,5800,Normal,3.70,3051,2879,48.0,7.7,242.7,50.00,8.0,241.1,50.00,7.5,244.6,50.00,447.354,13.461,120.252,179.480
2015-10-7 9:40:34,31.0,653.6,614.8,4.9,4.9,449.1,71,6155,Normal,4.10,3236,3058,49.0,8.2,243.4,50.00,8.4,241.5,50.00,8.0,245.4,50.00,447.753,13.473,120.359,179.640
2015-10-7 9:45:35,31.0,658.6,611.9,5.1,5.2,449.7,71,6479,Normal,4.70,3402,3223,51.0,8.7,243.5,49.99,8.9,241.8,49.99,8.5,245.6,49.99,448.351,13.491,120.520,179.880
2015-10-7 9:50:35,31.0,661.7,615.9,5.3,5.3,450.2,71,6722,Normal,5.20,3536,3336,52.0,9.0,243.8,50.00,9.2,241.7,50.00,8.8,246.1,50.00,448.849,13.506,120.654,180.080
2015-10-7 9:55:35,31.0,648.5,601.8,5.6,5.6,450.8,71,6958,Normal,5.80,3673,3441,54.0,9.3,242.6,50.00,9.6,242.3,50.00,9.1,244.6,50.00,449.448,13.524,120.814,180.320
2015-10-7 10:0:35,32.0,649.5,606.9,5.8,5.8,451.4,71,7234,Normal,6.40,3819,3577,55.0,9.7,243.3,49.98,10.0,242.6,49.98,9.5,245.6,49.98,450.046,13.542,120.975,180.560
2015-10-7 10:5:35,32.0,648.5,593.9,6.1,6.2,452.0,71,7533,Normal,7.00,3975,3727,56.0,10.1,244.3,50.01,10.3,242.6,50.01,9.9,246.4,50.01,450.644,13.560,121.136,180.800
2015-10-7 10:10:35,32.0,646.5,591.9,6.3,6.5,452.6,71,7806,Normal,7.60,4114,3867,58.0,10.5,243.0,49.98,10.7,242.4,49.98,10.3,244.9,49.98,451.242,13.578,121.297,181.040
2015-10-7 10:15:35,32.0,629.0,598.9,6.7,6.6,453.3,71,8094,Normal,8.30,4271,4005,60.0,10.8,244.3,50.00,11.1,242.6,50.00,10.7,246.0,50.00,451.940,13.599,121.484,181.320
2015-10-7 10:20:35,32.0,630.9,588.8,6.9,7.0,454.0,72,8380,Normal,9.00,4423,4145,62.0,11.3,243.1,49.98,11.5,242.5,49.98,11.0,244.7,49.98,452.638,13.620,121.672,181.600
2015-10-7 10:25:36,33.0,633.9,579.9,7.1,7.3,454.7,72,8643,Normal,9.70,4564,4274,64.0,11.6,243.6,50.00,11.9,243.0,50.00,11.4,245.5,50.00,453.336,13.641,121.860,181.880
2015-10-7 10:30:36,33.0,624.8,582.8,7.5,7.5,455.4,72,8926,Normal,10.40,4711,4415,66.0,12.0,243.5,49.99,12.3,242.7,49.99,11.8,245.6,49.99,454.034,13.662,122.047,182.160
2015-10-7 10:35:36,33.0,621.0,576.0,7.7,7.8,456.2,72,9185,Normal,11.20,4854,4537,68.0,12.3,244.4,50.00,12.6,242.8,50.00,12.2,245.8,50.00,454.831,13.686,122.262,182.480
2015-10-7 10:40:36,33.0,628.8,572.8,7.9,8.1,457.0,72,9449,Normal,12.00,4997,4664,70.0,12.7,245.2,49.99,12.9,242.5,49.99,12.5,246.8,49.99,455.629,13.710,122.476,182.800
