Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-8-10 5:57:32,40.0,187.5,199.9,0.1,0.1,3527.2,646,0,Normal,43.10,27,25,43.0,0.0,239.3,49.99,0.1,237.7,49.99,0.1,241.1,49.99,3516.618,105.816,945.290,1410.880
2015-8-10 5:57:51,27.0,113.8,113.4,0.0,0.0,3484.1,646,0,Fault,0.00,21,20,26.0,0.0,241.0,49.97,0.0,239.6,49.97,0.0,243.1,49.97,3473.648,104.523,933.739,1393.640
2015-8-10 6:2:51,30.0,473.8,473.4,0.0,0.0,3484.1,646,0,Fault,0.00,86,71,28.0,0.0,240.8,50.00,0.0,239.5,50.00,0.0,242.9,50.00,3473.648,104.523,933.739,1393.640
2015-8-10 6:7:51,31.0,513.1,512.6,0.0,0.0,3484.1,646,0,Wait,0.00,94,72,29.0,0.0,240.4,49.98,0.0,238.9,49.98,0.0,242.5,49.98,3473.648,104.523,933.739,1393.640
2015-8-10 6:12:52,32.0,542.1,541.5,0.0,0.0,3484.1,646,0,Fault,0.00,104,72,29.0,0.0,239.5,49.99,0.0,238.6,49.99,0.0,241.5,49.99,3473.648,104.523,933.739,1393.640
2015-8-10 6:17:52,33.0,566.2,558.0,0.0,0.0,3484.1,646,0,Wait,0.00,110,71,29.0,0.0,239.3,49.98,0.0,238.0,49.98,0.0,241.4,49.98,3473.648,104.523,933.739,1393.640
2015-8-10 6:22:52,33.0,511.1,479.5,0.2,0.2,3484.1,646,224,Normal,0.00,151,132,38.0,1.0,238.4,49.99,0.8,237.3,49.99,0.9,240.2,49.99,3473.648,104.523,933.739,1393.640
2015-8-10 6:27:52,34.0,542.1,485.5,0.3,0.2,3484.1,646,248,Normal,0.00,163,144,39.0,1.0,239.1,50.01,0.8,237.6,50.01,0.8,241.4,50.01,3473.648,104.523,933.739,1393.640
2015-8-10 6:32:52,34.0,543.1,519.5,0.3,0.3,3484.1,646,308,Normal,0.00,195,172,40.0,1.1,239.4,49.99,0.9,238.1,49.99,0.9,241.7,49.99,3473.648,104.523,933.739,1393.640
2015-8-10 6:37:52,34.0,526.1,460.6,0.3,0.3,3484.1,646,246,Normal,0.00,164,142,40.0,1.0,239.3,49.98,0.9,238.1,49.98,0.9,241.9,49.98,3473.648,104.523,933.739,1393.640
2015-8-10 6:42:52,35.0,535.1,501.4,0.3,0.2,3484.2,647,259,Normal,0.10,169,149,41.0,1.0,238.7,50.02,0.9,237.7,50.02,0.9,241.1,50.02,3473.747,104.526,933.766,1393.680
2015-8-10 6:47:52,35.0,522.1,484.5,0.2,0.2,3484.2,647,228,Normal,0.10,153,134,41.0,1.0,238.6,49.98,0.8,237.4,49.98,0.9,240.6,49.98,3473.747,104.526,933.766,1393.680
2015-8-10 6:52:52,35.0,562.2,516.5,0.4,0.4,3484.2,647,378,Normal,0.10,230,208,42.0,1.0,239.0,49.98,0.9,237.4,49.98,0.9,241.5,49.98,3473.747,104.526,933.766,1393.680
2015-8-10 6:57:52,35.0,564.3,519.6,0.5,0.5,3484.2,647,550,Normal,0.10,318,291,43.0,1.1,238.4,49.97,1.2,236.9,49.97,1.1,240.4,49.97,3473.747,104.526,933.766,1393.680
2015-8-10 7:2:52,35.0,570.3,544.4,0.6,0.6,3484.3,647,659,Normal,0.20,376,342,44.0,1.2,238.3,49.99,1.2,237.2,49.99,1.2,240.9,49.99,3473.847,104.529,933.792,1393.720
2015-8-10 7:7:52,36.0,554.0,500.6,0.7,0.7,3484.3,647,729,Normal,0.20,413,375,44.0,1.2,237.9,49.98,1.3,236.6,49.98,1.2,240.3,49.98,3473.847,104.529,933.792,1393.720
2015-8-10 7:12:52,36.0,582.2,536.5,0.8,0.8,3484.4,647,860,Normal,0.30,478,441,45.0,1.3,236.5,49.97,1.4,235.6,49.97,1.3,238.8,49.97,3473.947,104.532,933.819,1393.760
2015-8-10 7:17:52,36.0,568.1,523.5,0.8,0.8,3484.5,647,888,Normal,0.40,492,455,45.0,1.4,236.6,50.00,1.5,235.8,50.00,1.4,238.9,50.00,3474.046,104.535,933.846,1393.800
2015-8-10 7:22:52,36.0,568.2,533.5,0.9,0.9,3484.6,647,950,Normal,0.50,527,483,46.0,1.4,240.5,49.99,1.6,239.3,49.99,1.5,242.8,49.99,3474.146,104.538,933.873,1393.840
2015-8-10 7:27:52,36.0,592.2,536.6,1.0,1.0,3484.6,647,1131,Normal,0.50,616,574,46.0,1.6,240.9,49.98,1.7,239.4,49.98,1.6,243.1,49.98,3474.146,104.538,933.873,1393.840
2015-8-10 7:32:52,37.0,590.1,522.5,1.0,1.0,3484.7,647,1129,Normal,0.60,617,572,46.0,1.6,239.3,49.99,1.7,238.8,49.99,1.6,241.9,49.99,3474.246,104.541,933.900,1393.880
2015-8-10 7:37:52,36.0,577.0,541.4,1.1,1.0,3484.8,647,1177,Normal,0.70,644,593,47.0,1.6,240.0,49.99,1.7,239.1,49.99,1.6,242.3,49.99,3474.346,104.544,933.926,1393.920
2015-8-10 7:42:52,37.0,567.1,544.5,0.9,0.8,3484.9,648,962,Normal,0.80,531,490,46.0,1.5,238.3,49.99,1.6,237.0,49.99,1.4,240.9,49.99,3474.445,104.547,933.953,1393.960
2015-8-10 7:47:52,37.0,591.2,554.6,1.1,1.1,3485.0,648,1281,Normal,0.90,694,647,47.0,1.8,238.5,49.99,1.9,237.3,49.99,1.7,240.9,49.99,3474.545,104.550,933.980,1394.000
2015-8-10 7:52:52,37.0,596.4,563.7,1.1,1.1,3485.1,648,1264,Normal,1.00,687,637,48.0,1.7,238.1,49.98,1.9,236.8,49.98,1.8,240.4,49.98,3474.645,104.553,934.007,1394.040
2015-8-10 7:57:52,37.0,578.3,538.6,1.0,1.0,3485.2,648,1159,Normal,1.10,633,585,48.0,1.6,237.9,50.01,1.8,236.8,50.01,1.6,240.2,50.01,3474.744,104.556,934.034,1394.080
2015-8-10 8:2:52,37.0,570.2,540.5,1.2,1.2,3485.3,648,1357,Normal,1.20,733,684,48.0,1.8,237.8,50.01,2.0,236.4,50.01,1.8,240.4,50.01,3474.844,104.559,934.060,1394.120
2015-8-10 8:7:52,37.0,584.1,559.5,1.0,1.0,3485.4,648,1176,Normal,1.30,643,593,48.0,1.6,237.3,50.00,1.8,235.5,50.00,1.7,239.8,50.00,3474.944,104.562,934.087,1394.160
2015-8-10 8:12:52,37.0,581.1,547.4,1.2,1.2,3485.5,648,1341,Normal,1.40,722,679,49.0,1.8,239.8,49.98,2.0,238.9,49.98,1.8,242.5,49.98,3475.043,104.565,934.114,1394.200
2015-8-10 8:17:52,37.0,592.7,558.4,1.6,1.6,3485.6,648,1880,Normal,1.50,1004,935,49.0,2.5,240.0,49.95,2.6,239.1,49.95,2.4,242.7,49.95,3475.143,104.568,934.141,1394.240
2015-8-10 8:22:52,37.0,593.0,558.3,1.2,1.2,3485.7,648,1390,Normal,1.60,752,698,50.0,1.8,239.4,49.96,2.0,237.9,49.96,1.9,241.8,49.96,3475.243,104.571,934.168,1394.280
2015-8-10 8:27:52,37.0,585.2,543.5,1.2,1.2,3485.9,648,1358,Normal,1.80,733,684,50.0,1.8,238.9,49.97,2.0,237.7,49.97,1.8,241.0,49.97,3475.442,104.577,934.221,1394.360
2015-8-10 8:32:52,38.0,579.0,537.4,1.0,1.0,3486.0,648,1126,Normal,1.90,615,571,50.0,1.6,238.4,50.01,1.7,237.5,50.01,1.5,241.3,50.01,3475.542,104.580,934.248,1394.400
2015-8-10 8:37:52,38.0,570.5,538.8,1.5,1.4,3486.1,648,1607,Normal,2.00,861,805,50.0,2.1,238.7,49.98,2.3,237.5,49.98,2.1,241.1,49.98,3475.642,104.583,934.275,1394.440
2015-8-10 8:42:52,38.0,580.2,557.5,1.5,1.5,3486.2,649,1728,Normal,2.10,924,863,50.0,2.2,238.5,49.98,2.4,237.5,49.98,2.2,241.4,49.98,3475.741,104.586,934.302,1394.480
2015-8-10 8:47:52,38.0,583.3,548.5,2.0,2.0,3486.4,649,2300,Normal,2.30,1214,1146,50.0,3.0,239.6,49.97,3.2,238.2,49.97,3.0,242.3,49.97,3475.941,104.592,934.355,1394.560
2015-8-10 8:52:52,38.0,610.0,563.2,1.9,2.0,3486.6,649,2317,Normal,2.50,1223,1153,50.0,3.0,238.6,49.98,3.2,237.9,49.98,3.0,241.1,49.98,3476.140,104.598,934.409,1394.640
2015-8-10 8:57:52,38.0,599.7,569.9,2.0,1.9,3486.8,649,2284,Normal,2.70,1214,1130,51.0,3.0,238.5,50.01,3.2,237.4,50.01,2.9,241.1,50.01,3476.340,104.604,934.462,1394.720
2015-8-10 9:2:52,38.0,590.6,553.2,1.7,1.7,3487.0,649,1982,Normal,2.90,1052,990,51.0,2.6,238.5,49.96,2.8,237.4,49.96,2.5,241.3,49.96,3476.539,104.610,934.516,1394.800
2015-8-10 9:7:52,38.0,582.7,559.9,2.0,2.0,3487.1,649,2297,Normal,3.00,1216,1140,51.0,3.0,237.5,49.99,3.2,236.6,49.99,2.9,240.0,49.99,3476.639,104.613,934.543,1394.840
2015-8-10 9:12:53,38.0,585.1,546.5,1.6,1.6,3487.3,649,1786,Normal,3.20,952,893,52.0,2.4,237.7,50.00,2.5,236.4,50.00,2.3,240.2,50.00,3476.838,104.619,934.596,1394.920
2015-8-10 9:17:53,38.0,545.2,538.6,1.1,1.0,3487.4,649,1142,Normal,3.30,618,583,51.0,1.6,237.3,49.95,1.8,236.0,49.95,1.6,239.7,49.95,3476.938,104.622,934.623,1394.960
