Time,Temperature,PV1 Voltage[V],PV2 Voltage[V],PV1 Current[A],PV2 Current[A],Total energy[KW.Hr],Total operation hours[Hr],Total AC Power[W],Mode,Daily Energy[KW.Hr],PV1 Input Power[W],PV2 Input Power[W],Heatsink Temperature,Current to grid (R Phase)[A],Grid voltage(R Phase)[V],Grid frequency(R Phase)[Hz],Current to grid (S Phase)[A],Grid voltage(S Phase)[V],Grid frequency(S Phase)[Hz],Current to grid (T Phase)[A],Grid voltage(T Phase)[V],Grid frequency(T Phase)[Hz],Reduced amount of CO2[KG],Reduced amount of SO2[KG],Reduced amount of Oil[KG],Reduced amount of Coal[KG]
2015-10-19 8:13:21,27.0,199.8,178.2,0.0,0.0,1105.5,200,0,Fault,8.10,33,26,29.0,0.0,239.2,49.99,0.0,238.5,49.99,0.0,242.2,49.99,1102.184,33.165,296.274,442.200
2015-10-19 8:13:40,14.0,118.7,117.9,0.0,0.0,1097.4,200,0,Fault,0.00,25,23,11.0,0.0,240.9,50.01,0.0,240.8,50.01,0.0,244.2,50.01,1094.108,32.922,294.103,438.960
2015-10-19 8:18:40,17.0,124.5,123.6,0.0,0.0,1097.4,200,0,Fault,0.00,26,25,15.0,0.0,240.7,49.99,0.0,240.2,49.99,0.0,244.0,49.99,1094.108,32.922,294.103,438.960
2015-10-19 8:23:40,19.0,152.8,152.1,0.0,0.0,1097.4,200,0,Fault,0.00,34,32,16.0,0.0,240.4,50.00,0.0,240.1,50.00,0.0,243.8,50.00,1094.108,32.922,294.103,438.960
2015-10-19 8:28:40,20.0,161.9,161.1,0.0,0.0,1097.4,200,0,Fault,0.00,36,33,17.0,0.0,241.3,50.01,0.0,241.0,50.01,0.0,244.7,50.01,1094.108,32.922,294.103,438.960
2015-10-19 8:33:40,20.0,528.8,528.0,0.0,0.0,1097.4,200,0,Fault,0.00,109,85,17.0,0.0,241.7,50.00,0.0,241.2,50.00,0.0,244.8,50.00,1094.108,32.922,294.103,438.960
2015-10-19 8:38:40,20.0,573.1,570.2,0.0,0.0,1097.4,200,0,Wait,0.00,125,87,18.0,0.0,241.0,49.97,0.0,240.8,49.97,0.0,245.0,49.97,1094.108,32.922,294.103,438.960
2015-10-19 8:43:40,21.0,543.3,490.6,0.2,0.2,1097.4,200,200,Normal,0.00,142,118,29.0,1.1,239.9,49.99,0.8,239.8,49.99,0.9,243.6,49.99,1094.108,32.922,294.103,438.960
2015-10-19 8:48:40,21.0,546.3,529.6,0.2,0.2,1097.4,200,218,Normal,0.00,151,126,30.0,1.1,239.8,50.01,0.7,240.1,50.01,0.9,243.6,50.01,1094.108,32.922,294.103,438.960
2015-10-19 8:53:40,22.0,555.3,545.6,0.2,0.2,1097.4,200,246,Normal,0.00,167,139,31.0,1.1,239.0,50.01,0.7,239.6,50.01,0.9,242.9,50.01,1094.108,32.922,294.103,438.960
2015-10-19 8:58:40,22.0,534.3,534.6,0.3,0.2,1097.4,201,256,Normal,0.00,170,146,31.0,1.1,239.4,49.99,0.8,239.5,49.99,0.9,243.5,49.99,1094.108,32.922,294.103,438.960
2015-10-19 9:3:40,22.0,569.3,517.6,0.3,0.3,1097.4,201,290,Normal,0.00,187,162,33.0,1.0,238.8,50.00,0.8,239.0,50.00,0.8,242.6,50.00,1094.108,32.922,294.103,438.960
2015-10-19 9:8:40,23.0,589.3,529.6,0.3,0.3,1097.5,201,313,Normal,0.10,199,174,34.0,1.0,238.4,49.99,0.8,239.0,49.99,0.8,241.9,49.99,1094.208,32.925,294.130,439.000
